id,trigger,conditions,script,text,options,notes
LLIdefaultNPC0MainPre,DialogOptionSelected,$option == NPC0MainPreOptions,"$LLIunlocktrade = true
$player.LLIunlocktrade = true
FireAll PopulateOptions","""Alright then, $playerSirOrMadam: I can tell you've got the potential to be one of the Sector's rising stars, so let's get down to business.""",,
LLITradeOptions,PopulateOptions,"$id == NPC_0
$LLIunlocktrade",,,"LLITradeOptions_text:""Let's talk business.""",
LLITradeOptions_text,DialogOptionSelected,"$id == NPC_0
$option == LLITradeOptions_text","FireAll LLITradeOptions
AddTextSmall ""The following items are available:"" highlight","""I have some rare ships for sale; you won't see them anywhere else.""",,
LLITradeOptions_waveM,LLITradeOptions,"$id == NPC_0
!$hasbroghtwaveM",,,"LLITradeOptions_waveM_buy:Purchase the unique Mirage-class superdestroyer for 1,000,000 credits",
LLITradeOptions_waveM1,DialogOptionSelected,$option == LLITradeOptions_waveM_buy,"FireAll LLITradeOptions_waveM2
","""A state-of-the-art, one-of-a-kind ship: the Mirage-class superdestroyer! And it can be yours, for a mere 1,000,000 credits. Fair warning though, I only have the one.""",,
LLITradeOptions_waveM2,LLITradeOptions_waveM2,$id == NPC_0,"

",,"LLITradeOptions_waveM2b:Purchase for 1,000,000 credits",
LLITradeOptions_waveM2a,LLITradeOptions_waveM2,$id == NPC_0,,,LLITradeOptions_text:Cancel and return to previous menu,
LLITradeOptions_waveM2b,DialogOptionSelected,"$id == NPC_0
$option ==LLITradeOptions_waveM2b","LLICMD_BuyWaveM
$hasbroghtwaveM = true
$player.hasbroghtwaveM = true",,LLITradeOptions_text:Continue,
LLITradeOptionsLeave,LLITradeOptions,$id == NPC_0,,,cutCommLink:Cut the comm link,
#END LLINPC0,,,,,,
,,,,,,
