name,id,tier,rarity,base value,range,damage/second,damage/shot,emp,impact,turn rate,OPs,ammo,ammo/sec,reload size,type,energy/shot,energy/second,chargeup,chargedown,burst size,burst delay,min spread,max spread,spread/shot,spread decay/sec,beam speed,proj speed,launch speed,flight time,proj hitpoints,autofireAccBonus,extraArcForAI,hints,tags,groupTag,tech/manufacturer,for weapon tooltip>>,primaryRoleStr,speedStr,trackingStr,turnRateStr,accuracyStr,customPrimary,customPrimaryHL,customAncillary,customAncillaryHL,noDPSInTooltip,number
Gigapulser,orr_giga,0,,200000,800,,900,,0,5,,,,,ENERGY,450,,1,7.5,3,0.25,0,0,0,0,,1000,,,,,,"SYSTEM, SHOW_IN_CODEX, STRIKE, USE_VS_FRIGATES","no_sell, no_drop, no_drop_salvage",,Sindrian Diktat,,Strike,,,,,"%s: The crew cannot agree on whether this weapon looks more like a bulging cyst or many eyed arachnid, but many find its bizarre appearance upsetting. %s penalty to combat readiness when equipped to a crewed ship.",Hideous | 1%,%s: These built-in weapons can be extracted and installed on another Onslaught or related hull.,Removable,,40
Heavy Adjudicator (Replica),orr_har,1,,100000,800,,800,,,0,,16,0.5,4,FRAGMENTATION,200,,0,0.4,1,,0,5,3,5,,1200,,,,,3,"SYSTEM, SHOW_IN_CODEX, PD, PD_ALSO","no_sell, no_drop, no_drop_salvage, codex_unlockable",,Domain Restricted,,Anti Armor (Area),,,,,"Each shell has a proximity fuse and deals damage over a wide area when it explodes. Will target missiles if no other targets are in range.

%s: Each shell has a %s chance to damage the ship itself when fired, directly reducing remaining hull by %s.",Ruinous Recoil | 2% | 500,%s: These built-in weapons can be extracted and installed on another Onslaught or related hull.,Removable,,40
Heavy Adjudicator (Replica),orr_har_ex,1,,100000,800,,800,,,0,,16,0.5,4,FRAGMENTATION,200,,0,0.4,1,,0,5,3,5,,1200,,,,,3,"SYSTEM, SHOW_IN_CODEX, PD, PD_ALSO","no_sell, no_drop, no_drop_salvage, codex_unlockable",,Domain Restricted,,Anti Armor (Area),,,,,"Each shell has a proximity fuse and deals damage over a wide area when it explodes. Will target missiles if no other targets are in range.

%s: Each shell has a %s chance to damage the ship itself when fired, directly reducing remaining hull by %s.",Ruinous Recoil | 2% | 500,%s: These built-in weapons can be extracted and installed on another Onslaught or related hull.,Removable,,40
Hydromagnetic Cannon,orr_hmc,0,,250000,1200,,900,,300,0,,,,,KINETIC,1200,,0.5,2.5,,,,,,,,1200,,,400,,,"SYSTEM, SHOW_IN_CODEX","no_sell, no_drop, no_drop_salvage, codex_unlockable",,Remnant,,General,,,,,"Each impact against exposed armor or hull has a chance to degrade the target's %s by %s. Loss of armor at the site of impact increases odds of applying penalty.

%s: Increases crew casualties by %s and lowers combat readiness by %s when equipped to a crewed ship. ",Combat Readiness | 1% | Extreme Hazard | 50% | 15%,%s: These built-in weapons can be extracted and installed on another Onslaught or related hull.,Removable,,40
Neutron Autolance,orr_nal,0,,125000,1000,500,,,0,5,,40,4,20,KINETIC,,600,0,0,0.1,0,,,,,1000000,,,,,,,"SYSTEM, SHOW_IN_CODEX, FIRE_WHEN_INEFFICIENT, DO_NOT_CONSERVE","no_sell, no_drop, no_drop_salvage",,Experimental,,Anti Shield,,,,,Inflicts %s against shields.,hard flux,%s: These built-in weapons can be extracted and installed on another Onslaught or related hull.,Removable,,40
Thermal Ablation Cannon,orr_tac,0,,150000,1000,,500,,0,0,,16,0.5,4,HIGH_EXPLOSIVE,350,,0,1.55,4,0.15,0,10,2,5,,500,,,,,,"SYSTEM, SHOW_IN_CODEX","no_sell, no_drop, no_drop_salvage",,Pre-Collapse Relic,,Anti Armor,,,,,Hits against hull have a %s chance to deal double damage.,20%,%s: These built-in weapons can be extracted and installed on another Onslaught or related hull.,Removable,,40
Thermal Pulse Cannon,orr_tpc,0,,100000,1000,,250,,0,0,,20,1,,ENERGY,150,,0,0.2,1,,0,10,2,5,,1000,,,,,,"SYSTEM, SHOW_IN_CODEX","no_sell, no_drop, no_drop_salvage, codex_unlockable",,Hegemony,,General,,,,,,,%s: These built-in weapons can be extracted and installed on another Onslaught or related hull.,Removable,,40
Thermal Pulse Lance,orr_tpl,0,,100000,1000,1650.7,,,0,5,,,,,ENERGY,,800,0.5,1,1,2.5,,,,,10000,,,,,,,"SYSTEM, FIRE_WHEN_INEFFICIENT","no_sell, no_drop, no_drop_salvage",,Domain Phase Lab,,General,,,,,%s: This weapon's firing delay increases from %s to %s when not fitted to a Lab Onslaught.,Degraded Performance | 4 | 5 seconds,%s: These built-in weapons can be extracted and installed on another Onslaught or related hull.,Removable,,40
Thermal Pulse Lance,orr_tpl_fast,0,,100000,1000,1650.7,,,0,5,,,,,ENERGY,,800,0.5,1,1,1.5,,,,,10000,,,,,,,"SYSTEM, SHOW_IN_CODEX, FIRE_WHEN_INEFFICIENT","no_sell, no_drop, no_drop_salvage, codex_unlockable",,Domain Phase Lab,,General,,,,,,,%s: These built-in weapons can be extracted and installed on another Onslaught or related hull.,Removable,,40
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anathema Autocannons,orr_ana_deco,3,0.1,70000,900,,0,0,0,0,1500,,,,KINETIC,,,0,4,5,0.25,0,10,2,10,,1000,,,150,,,,"luddic_church, hide_in_codex",,Luddic Church,,Anti Shield,,,,,"Damage (EMP): %s per salvo, %s per second.
Flux: %s efficiency, %s per second.

Hits against hull and shields at high flux emit an energy arc on impact, dealing an additional %s EMP damage.

%s: Loses %s su base range on ships without Heavy Ballistics Integration.",300x5 (300x5) | 300 | 1.1 | 330 | 200 | Heavy Recoil | 200,These %s weapons can only be fitted to an Onslaught or related hull while docked at a starport.,built-in,,40
Gigapulsers,orr_giga_deco,3,0,200000,800,,0,,0,5,1500,,,,ENERGY,,,1,7.5,3,0.25,0,0,0,0,,1000,,,,,,,"no_sell, no_dealer, no_drop, no_drop_salvage, hide_in_codex",,Sindrian Diktat,,Strike,,,,,"Damage: %s per salvo, %s per second.
Flux: %s efficiency, %s per second.

%s: The crew cannot agree on whether this weapon looks more like a bulging cyst or many eyed arachnid, but many find its bizarre appearance upsetting. %s penalty to combat readiness when equipped to a crewed ship.",900x3 | 300 | 0.5 | 150 | Hideous | 1%,These %s weapons can only be fitted to an Onslaught or related hull while docked at a starport.,built-in,,40
Heavy Adjudicators (Replica),orr_har_deco,3,0,100000,800,,0,,0,0,1500,16,0.5,4,FRAGMENTATION,,,0,0.4,1,,0,5,3,5,,1200,,,400,,,,"no_sell, no_dealer, no_drop, no_drop_salvage, hide_in_codex",,Domain Restricted,,Anti Armor (Area),,,,,"Damage: %s per shot, %s per second.
Flux: %s efficiency, %s per second.

Each shell has a proximity fuse and deals damage over a wide area when it explodes. Will target missiles if no other targets are in range.

%s: Each shell has a %s chance to damage the ship itself when fired, directly reducing remaining hull by %s.",800 | 2000 (400) | 0.25 | 500 (100) | Ruinous Recoil | 2% | 500,These %s weapons can only be fitted to an Onslaught or related hull while docked at a starport.,built-in,,40
Hydromagnetic Cannons,orr_hmc_deco,3,0.1,250000,1200,,0,,0,0,1500,,,,KINETIC,,,0.5,2.5,,,,,,,,1200,,,400,,,,"remnant, no_sell, no_dealer, hide_in_codex",,Remnant,,General,,,,,"Damage: %s per shot, %s per second.
Flux: %s efficiency, %s per second.

Each impact against exposed armor or hull has a chance to degrade the target's %s by %s. Loss of armor at the site of impact increases odds of applying penalty.

%s: Increases crew casualties by %s and lowers combat readiness by %s when equipped to a crewed ship. ",900 | 300 | 1.33 | 400 | Combat Readiness | 1% | Extreme Hazard | 50% | 15%,These %s weapons can only be fitted to an Onslaught or related hull while docked at a starport.,built-in,,40
Neutron Autolances,orr_nal_deco,3,0.1,125000,1000,0,,,0,5,1500,40,4,20,KINETIC,,0,0,0,0.1,0,,,,,1000000,,,,,,,,"tritachyon, hide_in_codex",,Experimental,,Anti Shield,,,,,"Damage: %s per second.
Flux: %s efficiency, %s per second.

Inflicts %s against shields.",500 (200) | 1.2 | 600 (240) | hard flux,These %s weapons can only be fitted to an Onslaught or related hull while docked at a starport.,built-in,,40
Thermal Ablation Cannons,orr_tac_deco,3,0.1,150000,1000,,0,,0,0,1500,16,0.5,4,HIGH_EXPLOSIVE,,,0,1.55,4,0.15,0,10,2,5,,500,,,,,,,"asm_threat, no_sell, no_dealer, no_drop, no_drop_salvage, hide_in_codex",,Pre-Collapse Relic,,Anti Armor,,,,,"Damage: %s per salvo, %s per second.
Flux: %s efficiency, %s per second.

Hits against hull have a %s chance to deal double damage.",500x4 | 1000 (250) | 0.7 | 700 (175) | 20%,These %s weapons can only be fitted to an Onslaught or related hull while docked at a starport.,built-in,,40
Thermal Pulse Cannons,orr_tpc_deco,3,0.1,100000,1000,,0,,0,0,1500,20,1,,ENERGY,,,0,0.2,1,,0,10,2,5,,1000,,,,,,,"hegemony, hide_in_codex",,Hegemony,,General,,,,,"Damage: %s per shot, %s per second.
Flux: %s efficiency, %s per second.",250 | 1250 (250) | 0.6 | 750 (150),These %s weapons can only be fitted to an Onslaught or related hull while docked at a starport.,built-in,,40
Thermal Pulse Lances,orr_tpl_deco,3,0.1,125000,1000,0,,,0,5,1500,,,,ENERGY,,,0.5,1,1,1.5,,,,,10000,,,,,,,,"dpl_navy_bp, hide_in_codex",,Domain Phase Lab,,General,,,,,"Damage: %s per shot, %s per second (%s degraded).
Flux: %s efficiency, %s per second (%s degraded).

%s: This weapon's firing delay increases from %s to %s when not fitted to a Lab Onslaught.",2200 | 550 | 440 | 0.55 | 300 | 240 | Degraded Performance | 4 | 5 seconds,These %s weapons can only be fitted to an Onslaught or related hull while docked at a starport.,built-in,,40
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#TPC overwite extra text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thermal Pulse Cannon,tpc,0,,100000,1000,,250,,0,0,,20,1,,ENERGY,150,,0,0.2,1,,0,10,2,5,,1000,,,,,,"SYSTEM, SHOW_IN_CODEX",,TPC_only,,,General,,,,,,,%s: These built-in weapons can be extracted and installed on another Onslaught or related hull.,Removable,,40
Heavy Adjudicator,heavy_adjudicator,1,,100000,800,,800,,,0,40,20,0.5,5,FRAGMENTATION,100,,0,0.333333,1,,0,5,3,5,,1200,,,,,3,"SYSTEM, SHOW_IN_CODEX, PD, PD_ALSO",codex_unlockable,H_A_only,Domain Restricted,,Anti Armor (Area),,,,,"Each shell has a proximity fuse and deals damage over a wide area when it explodes.

Will target missiles if no other targets are in range.",,"%s: Use the drop down menu to decrypt a Heavy Adjudicator blueprint. This forge-compatible variant will exhibit reduced performance, but can be installed on standard Onslaught hulls.",Decrypt,,40.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missing Weapons,orr_wreck_agg,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,44
Missing Weapons,orr_wreck_agg_asm,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,44
Missing Weapons,orr_wreck_agg_xiv,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,44
Missing Weapons,orr_wreck_asm,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,44
Missing Weapons,orr_wreck_cgr,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,44
Missing Weapons,orr_wreck_dpl,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,44
Missing Weapons,orr_wreck_ex,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,44
Missing Weapons,orr_wreck_lg,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,44
Missing Weapons,orr_wreck_orr,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,44
Missing Weapons,orr_wreck_rem,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,44
Missing Weapons,orr_wreck_xiv,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYSTEM,hide_in_codex,,,,,,,,,,,,,,44
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Remnant Weapons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy Fermion Decoupler,vice_fermion_decoupler,,,,1000,250,,,0,0,0,,,,ENERGY,,500,0.1,0.1,,,,,,,30000,,,,,,,"SYSTEM, FIRE_WHEN_INEFFICIENT",,,Unknown,,Anti Hull,,,,,"Hits on hull and armor will reduce hull by %s per second. This damage is not reduced by armor, and will degrade the target's hull directly even when armor is still present.",500,,,,
Heavy Fermion Decoupler,vice_fermion_decoupler_auto,,,,1000,250,,,0,0,0,,,,ENERGY,,500,0.1,0.1,,,,,,,30000,,,,,,,"SYSTEM, FIRE_WHEN_INEFFICIENT",,,Unknown,,Anti Hull,,,,,"Hits on hull and armor will reduce hull by %s per second. This damage is not reduced by armor, and will degrade the target's hull directly even when armor is still present.",500,,,,
Heavy Maser Emitter,vice_heavy_maser,3,0.3,10000,1000,1000,,500,0,15,22,,,,FRAGMENTATION,,300,0.1,0.1,,,,,,,30000,,,,,,,,"beam15, energy15, LR, remnant, no_dealer",,Remnant,,Suppression,,,,,"Hits on hull or armor periodically arc to weapons and engines, dealing %s additional EMP damage.",200%,,,,24.1
Phased Electrolaser,vice_phased_electrolaser,4,0.5,10000,800,1.25,,,0,100,9,,,,ENERGY,,125,0,0,2,0.5,,,,,1000000,,,,,,,"PD, FIRE_WHEN_INEFFICIENT","feedback_weapon, remnant, no_dealer",,Remnant,,Point Defense,,,,,"Emits an energy pulse at the beam terminus point after a brief delay, dealing %s and %s damage to all hostile targets in a large area. Emitter can track and destroy missiles.

Weapon inflicts %s and %s damage/second, with a flux efficiency of %s, and does not benefit from point defense damage bonuses against missiles and strike craft.",250 energy | 500 EMP | 100 energy | 200 EMP | 1.0,"%s: Equipping more than one feedback weapon to a ship will cause each feedback weapon to generate EMP arcs when activated, periodically dealing %s and %s damage to itself.",Feedback | 250 energy | 500 EMP,TRUE,16
Warp Drone Assembler,vice_warp_torpedo_pod,3,0.5,5000,2000,,800,,300,10,10,,,,KINETIC,400,,,16,1,,,,,,,250,100,30,650,,,"DO_NOT_AIM, MISSILE_SPREAD, DIRECT_AIM, DO_NOT_CONSERVE","missile12, remnant, archaic_c, no_dealer",,Remnant,,Anti Shield,Very Slow,Very Poor,,,"After a %s arming sequence, drone will accelerate to tremendous speed upon nearing the target. Impact inflicts an additional %s from the collapsing warp field.",2 second | 400 energy damage,%s: Gains the composite weapon full range bonuse from hullmods that affect archaic weapons.,Archaic,,2.1
Warp Drone Constructor,vice_warp_torpedo_launcher,3,0.3,10000,2000,,800,,300,8,20,,,,KINETIC,400,,,8,1,,,,,,,250,100,30,650,,,"DO_NOT_AIM, MISSILE_SPREAD, DIRECT_AIM, DO_NOT_CONSERVE","missile18, remnant, archaic_c, no_dealer",,Remnant,,Anti Shield,Very Slow,Very Poor,,,"After a %s arming sequence, drone will accelerate to tremendous speed upon nearing the target. Impact inflicts an additional %s from the collapsing warp field.",2 second | 400 energy damage,%s: Gains the composite weapon full range bonuse from hullmods that affect archaic weapons.,Archaic,,2.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Built-in Weapons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gigapulser,vice_gigapulser,3,,100000,800,,900,,0,5,,,,,ENERGY,450,,1,7.5,3,0.25,0,0,0,0,,1000,,,,,,"SYSTEM, STRIKE, USE_VS_FRIGATES",,,Sindrian Diktat,,Strike,,,,,,,%s: These built-in weapons can be extracted and installed on another Onslaught or related hull.,Removable,,28.1
Hydromagnetic Cannon,vice_hmc,3,,100000,1200,,900,,300,0,,,,,KINETIC,1200,,0.5,2.5,,,,,,,,1200,,,400,,,"SYSTEM, SHOW_IN_CODEX","kinetic20, LR",,Remnant,,General,,,,,Each impact against exposed armor or hull has a chance to degrade the target's %s by %s. Loss of armor at the site of impact increases odds of applying penalty.,Combat Readiness | 1%,%s: These built-in weapons can be extracted and installed on another Onslaught or related hull.,Removable,,40.1
Hellfire SDEM,vice_hellfire,3,,,1200,4000,,,,0,,4,0.1,,ENERGY,,2400,0.1,0.2,0.9,6.8,,,,,1000000,,,,,,,"SYSTEM, SHOW_IN_CODEX, CONSERVE_3, STRIKE, USE_VS_FRIGATES","beam20, energy20, LR",,,,Strike,,,,,,,,,,16.02
Hellfire Targeting Laser,vice_hellfire_targeting,0,,,1200,0.00001,,,,0,,,,,ENERGY,,,0,0.1,,,,,,,1000000,,,,,,,"SYSTEM, SHOW_IN_CODEX, STRIKE, USE_VS_FRIGATES","beam0, energy0",,,,Intimidation,,,,,,,,,TRUE,16.03
Interceptor Burst Laser,vice_interceptor_pd,3,,,800,450,,,0,40,,,,,ENERGY,,413,0.1,0.1,0.3,0.1,,,,,50000,,,,,,,"SYSTEM, SHOW_IN_CODEX, PD, ANTI_FTR","beam10, energy10, pd15",,,,Point Defense,,,,,,,,,,22.9
Interdictor Pulse Emitter,vice_interdictor_pulse,,,,3000,,1,,,,,1,0.1,,KINETIC,0,,0,0,2,0.1,0,0,0,0,,100,0,0.1,500,,,SYSTEM,,,,,,,,,,,,,,,41.1
    Interdictor Payload,vice_interdictor_payload,2,,,3000,2000,,,,100,,1,,,KINETIC,0,,0,0.33,0.9,,,,,,1000000,,,,,,,SYSTEM,fires_one_burst,,,,,,,,,,,,,TRUE,41.2
    Interdictor Deco Laser,vice_deco_laser,,,,1,1,,,,,,,,,ENERGY,,,0,0.1,,,,,,,1000000,,,,,,,SYSTEM,,,,,,,,,,,,,,,
Ion Micropulser,vice_ion_micropulser,0,,,600,,20,200,0,0,,,,,ENERGY,10,,0,1.8,3,0.1,,,,,,1500,,,,,,SYSTEM,energy6,,,,Suppression,,,,,"Hits on hull or armor have a %s chance to arc to weapons and engines, dealing extra damage equal to the original hit.",25%,,,,19.9
Ion Micropulser,vice_ion_micropulser_fighter,0,,,600,,20,200,0,0,,,,,ENERGY,10,,0,1.8,3,0.1,,,,,,1500,,,,,,SYSTEM,energy6,,,,Suppression,,,,,"Hits on hull or armor have a %s chance to arc to weapons and engines, dealing extra damage equal to the original hit.",25%,,,,19.9
Micro-Missile Launcher,vice_mml,0,,,1400,,200,,5,30,,6,3,6,FRAGMENTATION,0,,0,0.1,6,0.3,0,0,0,0,,400,100,6,60,,,"SYSTEM, ANTI_FTR, DO_NOT_AIM, DO_NOT_CONSERVE","utility5, missile5",,,,Anti Small Craft,Fast,Excellent,,,,,,,,16.3
Neutron Autolance,vice_neutron_autolance,0,,,1000,500,,,0,5,,40,4,20,KINETIC,,600,0,0,0.1,0,,,,,1000000,,,,,,,"SYSTEM, FIRE_WHEN_INEFFICIENT, DO_NOT_CONSERVE","beam15, energy15",,Experimental,,Anti Shield,,,,,Inflicts %s against shields.,hard flux,%s: These built-in weapons can be extracted and installed on another Onslaught or related hull.,Removable,,21.9
Spinebreaker Bombard,vice_spinebreaker,2,,,1200,,200,200,15,0,,,,,KINETIC,0,,0,8,16,0,0,20,5,5,,1200,,,,,,"SYSTEM, SHOW_IN_CODEX","missile13, strike8",,Pirate,,Anti Shield,,,,,"Submunition hits on hull or armor have a %s chance to arc to weapons and engines, dealing %s EMP damage.",25% | 200,%s: Does not benefit from ballistic or missile bonuses.,Crude,,12.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Fighter Weapons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Autopulse Laser (High Delay),vice_autopulse_fighter,1,,,700,,150,,0,60,,,,,ENERGY,0,,0,2.9,3,0.05,0,10,1,5,,1500,,,,,,SYSTEM,energy18,,,,General,,,,,,,,,,25.1
Balefire Emitter,vice_balefire_emitter,3,,,800,1500,,,,0,,1,,,ENERGY,,0,0.1,0.2,0.9,0,,,,,1000000,,,,,,,"SYSTEM, STRIKE",beam9,,,,Strike,,,,,,,,,TRUE,16.5
Breach SRM (High Delay),vice_breach_fighter,1,,,1500,,150,,15,10,,,,,HIGH_EXPLOSIVE,0,,0,9.5,2,0.5,0,0,0,,,400,50,5,450,,,SYSTEM,missile7,,,,Anti Armor,Fast,Good,,,Each missile deals an additional %s damage to armor. This damage is not reduced by armor.,250,,,TRUE,11.7
Breach SRM (Single),vice_breach_fighter_single,1,,,1500,,150,,15,10,,,,,HIGH_EXPLOSIVE,0,,0,10,1,,0,0,0,,,400,50,5,450,,,SYSTEM,missile7,,,,Anti Armor,Fast,Good,,,Each missile deals an additional %s damage to armor. This damage is not reduced by armor.,250,,,TRUE,11.7
Gorgon DEM (Gunship),vice_gorgon_fighter,1,,,1500,,800,,15,30,,,,,ENERGY,0,,0,5,1,,0,0,0,0,,300,75,6,250,,,"SYSTEM, DO_NOT_AIM","missile8, strike4, damage_special, damage_soft_flux",,,,Assault / Finisher,Medium,Good,,,"The missile fires a high-powered laser when it gets near the target, dealing approximately %s energy damage in a short burst. This damage is affected by missile damage modifiers and not energy weapon ones.",800,,,,11.9
LR Burst Laser (Gunship),vice_lrburstpd_fighter,3,,,1000,391,,,0,100,,,,,ENERGY,,600,0,0.25,0.3,0.05,,,,,50000,,,,,,,"SYSTEM, PD","beam9, energy9, pd9",,Sindrian Diktat,,Point Defense,,,,,Laser ablation removes %s extra armor on each hit against an unshielded hull. This effect is not reduced by armor.,15,,,,19.6
LR PD Laser (Fighter),vice_lrpdlaser_fighter,2,,,800,50,,,0,100,,,,,ENERGY,,30,0,0.25,,,,,,,3600,,,,,,,"SYSTEM, PD","pd7, beam5",,,,Point Defense,,,,,,,,,,19.5
Mayfly DEM,vice_mayfly_dem,3,,,1000,600,,,,100,,0,0.0001,1,ENERGY,,0,0.1,0.2,0.9,0,,,,,1000000,,,,,,,"SYSTEM, STRIKE, USE_VS_FRIGATES",beam9,,,,Strike,,,,,,,,,TRUE,16.5
Pilum SRM (Single),vice_pilum_single,0,,,1200,,500,500,25,10,,,,,FRAGMENTATION,0,,0,10,1,,0,0,0,0,,300,200,4,150,,,"SYSTEM, DO_NOT_CONSERVE","utility3, missile5",,,,Support,Very Slow,Very Poor,,,"Hits on shields have a chance to arc through to weapons and engines, dealing %s EMP damage. The chance to pierce the shields is based on the target's hard flux level.",500,,,,12.5
Pilum SRM (Double),vice_pilum_fighter,0,,,1200,,500,500,25,10,,,,,FRAGMENTATION,0,,0,9.5,2,0.5,0,0,0,0,,300,200,4,150,,,"SYSTEM, DO_NOT_CONSERVE","utility3, missile5",,,,Support,Very Slow,Very Poor,,,"Hits on shields have a chance to arc through to weapons and engines, dealing %s EMP damage. The chance to pierce the shields is based on the target's hard flux level.",500,,,,12.5
