id,trigger,conditions,script,text,options,notes
jdp_sindrianterfectorSelect,DialogOptionSelected,"$option == jdp_sindrianterfectorSelect",,"The $post's voice goes ice-cold. ""Your words are treason."" And then the fear sets in. ""They cannot be true..."" The Diktat $Post looks quickly around for a moment, likely hoping to see someone higher up the chain who could take responsibility for this conversation.

Seemingly finding no-one, $heOrShe settles back to look at you with a look of shock, edging toward anger, and more than a streak of fear. They stammer slightly, but quickly recover and make an effective show of putting on a strong front for the Diktat. ""Don't be a fool, you'll be made to regret this, you won't get away with it. You cannot cross the will of the Supreme Executor, not without grave punishment."" 

They start working themselves up into a frenzy, rage clouding over fear, some spittle hits the holorecorder. ""You'll never be forgiven such an act.The iron will of the Lion of Sindria, his immortal supremacy, will never be cowed by meddlesome spacer trash like you!"" They clearly will not listen to reason.","cutCommLink:Cut the comm link",
"#END Sindria",,,,,,
,,,,,,
# Tri-Tachyon,,,,,,
,,,,,,
# Generic,,,,,,
jdp_ttMakeDealOptSelNoContact,DialogOptionSelected,"$option == ttMakeDeal
!$isContact score:100
$global.jdp_has_interfector score:1000","SetTooltip jdp_tritachInterfectorSelect ""Leverage your 'functional' Planetkiller Launch Vehicle""
SetTooltipHighlights jdp_tritachInterfectorSelect ""Planetkiller Launch Vehicle""
SetOptionColor jdp_tritachInterfectorSelect highlight","""I'm sorry,"" $Post $personLastName says, ""I'm afraid I can't help you with that request. I must also inform you that Company guidelines require that I report this conversation to my superior; I'm sure they will... take care of you.""

$HeOrShe produces an insincere smile.","0:jdp_tritachInterfectorSelect:""Contact your superior, maybe they will help me avoid the permanent closure of your Head Offices on Hybrasil."" (Threat)",
jdp_ttMakeDealOptSelNoUnimportant,DialogOptionSelected,"$option == ttMakeDeal
$isContact
!$importanceAtLeastHigh score:100
$global.jdp_has_interfector score:1000","SetTooltip jdp_tritachInterfectorSelect ""Leverage your 'functional' Planetkiller Launch Vehicle""
SetTooltipHighlights jdp_tritachInterfectorSelect ""Planetkiller Launch Vehicle""
SetOptionColor jdp_tritachInterfectorSelect highlight","""Ah,"" $HeOrShe begins. ""Your proposal is intriguing. The trouble is...  hmm."" $HeOrShe thinks for a moment.

""I'd like to help you, I really would. However it is my sincerely held belief that bringing this proposal to my superiors is substantially more likely to impede my career than promote it.""

""I'm sure you both understand and empathize with my predicament."" $HeOrShe shrugs as if apologizing.","jdp_tritachInterfectorSelect:""Would helping me avoid the permanent closure of your Head Offices on Hybrasil promote your career? "" (Threat)",
jdp_ttMakeDealOptSelNoHostile,DialogOptionSelected,"$option == ttMakeDeal
RepIsAtBest tritachyon HOSTILE score:100
$global.jdp_has_interfector score:1000","SetTooltip jdp_tritachInterfectorSelect ""Leverage your 'functional' Planetkiller Launch Vehicle""
SetTooltipHighlights jdp_tritachInterfectorSelect ""Planetkiller Launch Vehicle""
SetOptionColor jdp_tritachInterfectorSelect highlight","""I'm sorry,"" $Post $personLastName says, ""but you appear to be engaged in a state of overt hostility with the Tri-Tachyon Corporation.""

""Corporate guidelines expressly forbid official negotiation with polities, corporations, and entities which are actively engaged in destructive acts against Company property and human resources."" 

$HeOrShe produces an insincere smile.","jdp_tritachInterfectorSelect:""The permanent closure of your Head Offices on Hybrasil would indeed be very destructive. Can you help me avoid that?"" (Threat)",
jdp_tritachInterfectorSelect,DialogOptionSelected,"$option == jdp_tritachInterfectorSelect",,"The Tri-Tachyon $Post pales, likely recalling the Hanan Pacha atrocity. They attempt to hide their surprise at the brazen threat and nod along as you explain your predicament.

""I see you, I hear you, and I believe that together we can solve this misunderstanding,"" $heOrShe says, voice warmed by client-relations protocol training, its shockingly easy to forget they're being coerced by the threat of Terracide. $HeOrShe shifts to an apologetic look, ""Tri-Tachyon is a big believer in healthy internal competition, but it appears some executives become ... overenthusiastic."" $HeOrShe shakes her head, ""given the extent of your non-traditional miliary assets that decision was clearly misguided. I'll be sure to pass your intentions along to my superiors to ensure this unfortunate misadventure can come to a mutually beneficial conclusion.""

$HisOrHer contenance shifts seamlessly to negotiation-mode, ""So if you'll allow me to walk you through a modest proposal...""","ttMakeDeal2:Review the proposal",
"#END Generic",,,,,,
,,,,,,
# Arroyo,,,,,,
jdp_ttMakeDealOptSelNoContactArroyo,DialogOptionSelected,"$option == ttMakeDeal
!$isContact score:100
$id == arroyo
$global.jdp_has_interfector score:1000","SetTooltip jdp_tritachInterfectorSelectArroyo ""Leverage your 'functional' Planetkiller Launch Vehicle""
SetTooltipHighlights jdp_tritachInterfectorSelectArroyo ""Planetkiller Launch Vehicle""
SetOptionColor jdp_tritachInterfectorSelectArroyo highlight","""No,"" he says.

Arroyo doesn't quite smile, but seems somehow satisfied with himself.","jdp_tritachInterfectorSelectArroyo:""I regret to inform you of the imminent and permanent closure of the Head Offices on Hybrasil."" (Threat)",
jdp_ttMakeDealOptSelNoHostileArroyoContactKnowsPK,DialogOptionSelected,"$option == ttMakeDeal
RepIsAtBest tritachyon HOSTILE score:100
$isContact
$id == arroyo
$global.jdp_has_interfector score:1000
$madePKofferOnce score:1000
","SetTooltip jdp_tritachInterfectorSelectArroyo ""Leverage your 'functional' Planetkiller Launch Vehicle""
SetTooltipHighlights jdp_tritachInterfectorSelectArroyo ""Planetkiller Launch Vehicle""
SetOptionColor jdp_tritachInterfectorSelectArroyo highlight","""Really?"" Arroyo looks irritated. ""First things first: you don't call me 'Rayan'.""

""Second, how can you possibly believe it would be that simple? You're in the middle of a declared open war with Tri-Tachyon. They're aren't going to simply cut a deal with you through me."" 

He shakes his head. ""Just imagine. The PR would be terrible.""","jdp_tritachInterfectorSelectArroyo:""I'm sure you could convince them, Rayan. Remember that Planetkiller Device I came to you with?"" (Threat)",
jdp_ttMakeDealOptSelNoHostileArroyoKnowsPK,DialogOptionSelected,"$option == ttMakeDeal
RepIsAtBest tritachyon HOSTILE score:100
$id == arroyo
$global.jdp_has_interfector score:1000
$madePKofferOnce score:1000
","SetTooltip jdp_tritachInterfectorSelectArroyo ""Leverage your 'functional' Planetkiller Launch Vehicle""
SetTooltipHighlights jdp_tritachInterfectorSelectArroyo ""Planetkiller Launch Vehicle""
SetOptionColor jdp_tritachInterfectorSelectArroyo highlight","""Really?"" Arroyo looks irritated. ""First things first: you don't call me 'Rayan'.""

""Second, how can you possibly believe it would be that simple? You're in the middle of a declared open war with Tri-Tachyon. They're aren't going to simply cut a deal with you through me."" 

He shakes his head. ""Just imagine. The PR would be terrible.""","jdp_tritachInterfectorSelectArroyo:""I'm sure you could convince them, Rayan. Remember that Planetkiller Device I came to you with?"" (Threat)",
jdp_ttMakeDealOptSelNoHostileArroyoContact,DialogOptionSelected,"$option == ttMakeDeal
RepIsAtBest tritachyon HOSTILE score:100
$isContact
$id == arroyo
$global.jdp_has_interfector score:1000","SetTooltip jdp_tritachInterfectorSelectArroyo ""Leverage your 'functional' Planetkiller Launch Vehicle""
SetTooltipHighlights jdp_tritachInterfectorSelectArroyo ""Planetkiller Launch Vehicle""
SetOptionColor jdp_tritachInterfectorSelectArroyo highlight","""Really?"" Arroyo looks irritated. ""First things first: you don't call me 'Rayan'.""

""Second, how can you possibly believe it would be that simple? You're in the middle of a declared open war with Tri-Tachyon. They're aren't going to simply cut a deal with you through me."" 

He shakes his head. ""Just imagine. The PR would be terrible.""","jdp_tritachInterfectorSelectArroyo:""The permanent closure of the Head Offices on Hybrasil would surely cut into profits, Rayan."" (Threat)",
jdp_ttMakeDealOptSelNoHostileArroyo,DialogOptionSelected,"$option == ttMakeDeal
RepIsAtBest tritachyon HOSTILE score:100
$id == arroyo
$global.jdp_has_interfector score:1000","SetTooltip jdp_tritachInterfectorSelectArroyo ""Leverage your 'functional' Planetkiller Launch Vehicle""
SetTooltipHighlights jdp_tritachInterfectorSelectArroyo ""Planetkiller Launch Vehicle""
SetOptionColor jdp_tritachInterfectorSelectArroyo highlight","""Really?"" Arroyo looks irritated. ""First things first: you don't call me 'Rayan'.""

""Second, how can you possibly believe it would be that simple? You're in the middle of a declared open war with Tri-Tachyon. They're aren't going to simply cut a deal with you through me."" 

He shakes his head. ""Just imagine. The PR would be terrible.""","jdp_tritachInterfectorSelectArroyo:""The permanent closure of the Head Offices on Hybrasil would surely cut into profits, Rayan."" (Threat)",
jdp_tritachInterfectorSelectArroyo,DialogOptionSelected,"$option == jdp_tritachInterfectorSelectArroyo",,"""Hm,"" Arroyo leans back, thoughtful, if he is shocked, it doesn't register on his face, he is an excellent negotiator.

""You wouldn't do it, I know that, but do the board...""

He drums his fingers on his onyx desk, thinking. ""There may be a way to make this work,"" he says speculatively. ""Tri-Tachyon believes in internal competition, and if the reports I'm reading are any indication, the senior execs behind your 'friction' have somewhat overplayed their hand. If I can make your 'intentions' clear to the board, the extent of your non-traditional miliary assets will show that their decision was clearly misguided.""

A fierce smile begins to grow on Rayan's face, its clear this is as much an opportunity for him as it is for you. ""Let's talk details.""","ttMakeDealArroyo2:Continue",
"#END Arroyo",,,,,,
"#END Tri-Tachyon",,,,,,
,,,,,,
# Pirates,,,,,,
jdp_pirateInterfector,KPFindGifts,"!$jdp_giftInterfectorTried
$kpNumGifts < 5
$kpNumGifts++
$global.jdp_has_interfector","SetTooltip jdp_pirateInterfectorSelect ""Leverage your 'functional' Planetkiller Launch Vehicle""
SetTooltipHighlights jdp_pirateInterfectorSelect ""Planetkiller Launch Vehicle""
SetOptionColor jdp_pirateInterfectorSelect highlight",,"0:jdp_pirateInterfectorSelect:A Domain-era Planetkiller, delivered right here in a delightful phase-capable package. (Threat)",
jdp_pirateInterfectorSelect,DialogOptionSelected,"$option == jdp_pirateInterfectorSelect","$jdp_giftInterfectorTried = true
SetEnabled jdp_pirateInterfectorSelect false
AddStoryPoints 1","The court erupts in a cacophony of thunderous shouts and cries, mostly fueled by anger, but almost certainly tinged with fear. ""You dare!"" Cydonia seethes, he writhes slightly at your insolence, and forces his voice higher than those of the court.  ""You think our Queen fears you! You repugnant worm-""

A rhythmic thudding overpowers him, Kanta is laughing, its impressive how easily it drowns out all else. ""You would never!"" She booms, ""Such a thing is too useful to motivate the foolish, it would lose its power once used. Your presumption that such tactics would work here amuses us.""

The courtiers erupts once more. You notice the streak of fear is still present among them, it seems they lack the confidence of the great Warlord. Perhaps they fear for having feared, feeling such an emotion having made them foolish in the eyes of their Queen.",,
"#END Pirates",,,,,,
,,,,,,
# Persean League,,,,,,
,,,,,,
# Persean League Enforcers,,,,,,
jdp_threatenenforcerInterfector,PLEnforcerOptions,"$global.jdp_has_interfector","SetTooltip jdp_threatenenforcerInterfectorSelect ""Leverage your 'functional' Planetkiller Launch Vehicle""
SetTooltipHighlights jdp_threatenenforcerInterfectorSelect ""Planetkiller Launch Vehicle""
SetOptionColor jdp_threatenenforcerInterfectorSelect highlight",,"0:jdp_threatenenforcerInterfectorSelect:""Where are you from, $Post? I can ensure you never go home.""",
jdp_threatenenforcerInterfectorSelect,DialogOptionSelected,"$option == jdp_threatenenforcerInterfectorSelect","MakeOtherFleetPreventDisengage hassle false","""Is that a threat? You can't possibly be serious..."" $HisOrHer tone grows contemptuous, ""Attempting to avoid a legitimate commerce regulation inspection per interfactional law is already highly suspicious, but threatening an officer of the League. We'll find out what you're hiding-"" The League $Post looks aside, likely at an aide or officer. ""How did this space-scum get a functional Planetkiller Launch Vehicle?"" They ask, hushed but incredulous.

$HeOrShe looks forward and continues speaking to you in a very different tone. ""You seem like an upstanding independent operator."" $HeOrShe nods, the very image of reasonable authority. ""I'm going to let you go with a warning. There are some bad folks out here, captain. Someone has to keep them in line.""

$HeOrShe produces a strained smile. ""You're free to go.""","cutCommLinkNoText:Cut the comm link",
plEnforcerCutComms,PLEnforcerOptions,,,,"cutCommLinkNoText:Cut the comm link and power up weapons",
"#END Persean League Enforcers",,,,,,
,,,,,,
# Hannan,,,,,,
jdp_perseanleagueInterfector,PLDealArguments,"$global.jdp_has_interfector","SetTooltip jdp_perseanleagueInterfectorSelect ""Leverage your 'functional' Planetkiller Launch Vehicle""
SetTooltipHighlights jdp_perseanleagueInterfectorSelect ""Planetkiller Launch Vehicle""
SetOptionColor jdp_perseanleagueInterfectorSelect highlight",,"0:jdp_perseanleagueInterfectorSelect:""Kazeron is so beautiful. How many people live here again?"" (Threat)",
jdp_perseanleagueInterfectorSelect,DialogOptionSelected,"$option == jdp_perseanleagueInterfectorSelect","RemoveOption jdp_perseanleagueInterfectorSelect
$weary = true 0
$dealArgumentsMade++
FireBest PLCheckArgumentsEnough","""I'm sure your strategic advisors have already done the maths on that, $playerName, you don't need me to remind you,"" he looks at you wearily and grimaces. ""Both I and the council are fully aware of the capabilities of your new weapons program."" 

Clearly they are not, if they were... Well they would not be taking this threat so seriously. ""This is a dangerous game you're playing, I remember Mairaath as well as everyone else."" He stops to consider, maybe you finally have the upperhand here.

""If you ensure all Persean League assets are exempt from its target list, I would personally ensure that the League Council fully appreciates the strength it would provide.""",,
PLDealArgumentsNeverMind,PLDealArguments,,,,"rh_goBack:""Never mind.""",
"#END Hannan",,,,,,
"#END Persean League",,,,,,
,,,,,,
# Hegemony,,,,,,
,,,,,,
# Hegemony Inspectors,,,,,,
jdp_threateninvestigatorInterfector,HegInvestigatorOptions,"$global.jdp_has_interfector","SetTooltip jdp_threateninvestigatorInterfectorSelect ""Leverage your 'functional' Planetkiller Launch Vehicle""
SetTooltipHighlights jdp_threateninvestigatorInterfectorSelect ""Planetkiller Launch Vehicle""
SetOptionColor jdp_threateninvestigatorInterfectorSelect highlight",,"0:jdp_threateninvestigatorInterfectorSelect:""Where are you from, $Post? I can ensure you never go home.""",
jdp_threateninvestigatorInterfectorSelect,DialogOptionSelected,"$option == jdp_threateninvestigatorInterfectorSelect","MakeOtherFleetPreventDisengage hassle false","""Is that a threat? You can't possibly be serious..."" $HisOrHer tone grows contemptuous, ""Citizen, threatening an officer of the Hegemony attempting to conduct a legitimate technological regulation investigation is a crime-"" The Hegemony $Post looks aside, likely at an aide or officer, and pales. ""How did this space-scum get a functional Planetkiller Launch Vehicle?"" They ask, hushed but incredulous.

$HeOrShe looks forward and continues speaking to you in a very different tone. ""I'm going to let you go with a warning, Captain. There are some bad folks out here, meddling in dangerous tech, but you appear to be an upstanding citizen."" The irony of the statement is palpable. 

$HeOrShe produces a strained smile. ""You're free to go.""","cutCommLinkNoText:Cut the comm link",
hegInvestigatorCutComms,HegInvestigatorOptions,,,,"cutCommLinkNoText:Cut the comm link and power up weapons",
"#END Hegemony Inspectors",,,,,,
,,,,,,
# Daud,,,,,,
jdp_hegemonyInterfector,HEGtalkInspectDaudVictoryOpts,"$saidD
!$saidInterfector
$global.jdp_has_interfector","SetTooltip jdp_hegemonyInterfectorSelect ""Leverage your 'functional' Planetkiller Launch Vehicle""
SetTooltipHighlights jdp_hegemonyInterfectorSelect ""Planetkiller Launch Vehicle""
SetOptionColor jdp_hegemonyInterfectorSelect highlight",,"0:jdp_hegemonyInterfectorSelect:""90% of the Hegemony population live on one planet, Daud. All I have to do is give the word."" (Threat)",
jdp_hegemonyInterfectorSelect,DialogOptionSelected,"$option == jdp_hegemonyInterfectorSelect","$saidInterfector = true 0
FireAll HEGtalkInspectDaudVictoryOpts
AddStoryPoints 1","""You wouldn't."" Daud says, very clearly tired of this conversation, and in general. ""You simply wouldn't Captain $playerName. It would be an atrocity too big to ignore. You would galvanise the sector against you, and you know it."" 

""Frankly why anyone takes your weapons programme seriously is an enigma to me.""",,
hegTalkInspectDaudVictoryOptE,HEGtalkInspectDaudVictoryOpts,,,,"heg_talkInspectDaudVictoryE:""I'll take this, if this is it.""",
hegTalkInspectDaudVictoryOptF,HEGtalkInspectDaudVictoryOpts,,,,"heg_talkInspectDaudVictoryF:""I'm not agreeing to any of this.""",
"#END Daud",,,,,,
"#END Hegemony",,,,,,
"#END Crisis Options",,,,,,
,,,,,,
# Grin System,,,,,,
,,,,,,
# Laplace's Demons,,,,,,
jdp_demonEncounterDesc,BeginFleetEncounter,"$jdp_demon score:1000",,"Across from your fleet a trio of strange vessels wait, unnaturally motionless. Although they present some features common to all vessels, the designs are in aggregate unlike anything recorded.

Your sensors officer reports that they seem entirely unaffected by the irradiative forces of the nearby red pulsar, radiation seems to slide off of their hull like water. Periodically they disappear and then reappear in place, strangely, readings suggest the vessels are not diving into phase space and they visually have no external phase coils or other markings of phase capable craft. 

Your bridge crew murmurs speculation between their stations about how exactly this is possible, but it is all frivolous without any hard data on the capabilities of the enemy.",,
jdp_demonAfterDefeatingKnowsOmega,jdp_AfterDemonDefeat,"$global.jdp_conquered_hypershunt score:1000","$global.jdp_laplacianDefeated = true","A final terrific explosion blanks the external visual pickups. A few seconds later, backups are extruded through the hull.

Your sensors officer reports in a hushed voice that no escape pods were detected leaving any of the ships at any point.","jdp_demonAfterDefeatingContinue:""Those were suspiciously similar to the ships defending the Hypershunt...""",
jdp_demonAfterDefeatingNoOmega,jdp_AfterDemonDefeat,"!$global.jdp_conquered_hypershunt score:1000","$global.jdp_laplacianDefeated = true","A final terrific explosion blanks the external visual pickups. A few seconds later, backups are extruded through the hull.

Your sensors officer reports in a hushed voice that no escape pods were detected leaving any of the ships at any point.","jdp_demonAfterDefeatingContinue:Continue",
jdp_demonAfterDefeatingContinue,DialogOptionSelected,"$option == jdp_demonAfterDefeatingContinue","FireBest OpenInteractionDialog",,,
jdp_demonWreckDetails,ShowSalvageEntityDetails,"$customType == wreck
$jdp_laplaciantag score:1000","ShowDefaultVisual","Two of the strange vessels were shattered beyond recognition in the fighting, but the third, dormant, now drifts somewhat intact through space.",,
jdp_demonExplore,CheckSalvageSpecial,"$salvageSpecialData != null
$customType == wreck
$jdp_laplaciantag score:1000","FireBest jdp_LaplacianExploreDescription","Your salvage team docks a shuttle at the only entry point along the ships hull, just beneath what appears from external readings to be the bridge. Given no escape pods were launched, a contingent of marines have been assigned to escort the salvor crew incase of hostile action.",,
jdp_demonExploreDescriptionKnowsOmega,jdp_LaplacianExploreDescription,"$global.jdp_conquered_hypershunt score:1000",,"After a few tense minutes, reports start to come in. Ominously, the crew of the vessel is nowhere to be found, neither are any signs that anyone ever inhabited the ship. The crew quarters have no amenities or personal affects, and the central datacore has been reduced to slag by an automated sabotage system. 

The majority of the hull's volume is seemingly inaccessible to the intended human crew, but portable scanners reveal it is wormed with the thin conduits and ducts emblematic of an automated maintenance system. While the vessel is heavily damaged and immensely exotic in design, it is theoretically recoverable if we can restore the maintenance drones.

A comms link from your chief engineer appears on your datapad. Likely ready to discuss that very prospect.
","jdp_demonExploreContinueKnowsOmega:Accept the comm link",
jdp_demonExploreContinueKnowsOmega,DialogOptionSelected,"$option == jdp_demonExploreContinueKnowsOmega",,"""$PlayerSirOrMadam, it seems your intuition was correct. While our data on the fractal vessels we encountered defending the Coronal Hypershunt is limited, this ship is clearly of the same design language, at least superficially. Of course the hull is made of an entirely different material, and this new substance seemingly does not possess the ability to reform like the previous ships."" They stop, thinking. 

""Captain, if I may speak plainly. This ship is strange, stranger than anything we've seen so far."" They clear their throat and look at you, deadly serious, ""it makes an odd number of concessions to human habitation for a ship designed presumably by and for an AI, too many for it to make sense. There is an AI housing onboard, but its hollowed out, a perfect sphere appears to have been removed from the centre to extract the core. Something happened to this ship, I don't think whatever was flying it against us is the same entity that built it."" ","jdp_demonExploreDescriptionContinue2:Continue",
jdp_demonExploreDescriptionNoOmega,jdp_LaplacianExploreDescription,"!$global.jdp_conquered_hypershunt score:1000",,"After a few tense minutes, reports start to come in. Ominously, the crew of the vessel is nowhere to be found, neither are any signs that anyone ever inhabited the ship. The crew quarters have no amenities or personal affects, and the central datacore has been reduced to slag by an automated sabotage system. 

The majority of the hull's volume is seemingly inaccessible to the intended human crew, but portable scanners reveal it is wormed with the thin conduits and ducts emblematic of an automated maintenance system. While the vessel is heavily damaged and immensely exotic in design, it is theoretically recoverable if we can restore the maintenance drones.

A comms link from your chief engineer appears on your datapad. Likely ready to discuss that very prospect.
","jdp_demonExploreDescriptionContinueNoOmega:Accept the comm link",
jdp_demonExploreDescriptionContinueNoOmega,DialogOptionSelected,"$option == jdp_demonExploreDescriptionContinueNoOmega",,"""$PlayerSirOrMadam, this ship is unlike anything we've ever seen."" They deliver the news strangely, knowing your chief engineer you would expect them to be more excited. ""The hull is made of an entirely novel material, what exactly it is I'm not yet sure, but initial readings indicate it has fascinating properties."" They stop, thinking. 

""But there's something else, Captain. If I may speak plainly. This ship is strange."" They clear their throat and look at you, deadly serious, ""There is an AI housing onboard, but its hollowed out, a perfect sphere appears to have been removed from the centre to extract the core. If this ship was designed for an AI, it makes an odd number of concessions to human habitation, too many for it to make sense. Something happened to this ship, I don't think whatever was flying it against us is the same entity that built it."" ","jdp_demonExploreDescriptionContinue2:Continue",
jdp_demonExploreDescriptionContinue2,DialogOptionSelected,"$option == jdp_demonExploreDescriptionContinue2","SalvageSpecialInteraction","The chief engineer clears their throat again, then continues ""Anyway. I think I can get the maintenance systems working, I don't know who built this ship, or why, but it should be fit to fly. If you want my professional opinion, we should investigate the planet in system too,"" they look to the side, likely checking a map of the system, ""Maddie."" 

""Regardless, should we proceed with recovery?""",,
jdp_demonCommsOpen,OpenCommLink,"$entity.jdp_demon score:1000","EndConversation","The connection request hangs for some time before an immense wave of holo-noise floods through the main display, generating thousands of error codes. 

Your comms officer works their console in consternation, it comes to mind that the opposing fleet have seemingly overloaded your comms system with thousands of requests at once. From visual inspection, none of the vessels have the hardware necessary to accomplish such a feat within a reasonable timeframe.",,
"#END Laplace's Demons",,,,,,
,,,,,,
# Maddie,,,,,,
jdp_maddieInteractionObstructed,OpenInteractionDialog,"$id == jdp_maddie
$jdp_maddietag score:1000
!$jdp_maddieExplored
!$global.jdp_laplacianDefeated score:1000","ShowDefaultVisual
SetShortcut defaultLeave ESCAPE","The presence of the hostile fleet nearby in system makes launching a survey expedition inadvisable. If we were to be engaged in combat while supporting ongoing surface operations our tactical options would be greatly diminished.","100:defaultLeave:Leave",
