name,id,designation,tech/manufacturer,system id,fleet pts,hitpoints,armor rating,max flux,8/6/5/4%,flux dissipation,ordnance points,fighter bays,max speed,acceleration,deceleration,max turn rate,turn acceleration,mass,shield type,defense id,shield arc,shield upkeep,shield efficiency,phase cost,phase upkeep,min crew,max crew,cargo,fuel,fuel/ly,range,max burn,base value,cr %/day,CR to deploy,peak CR sec,CR loss/sec,supplies/rec,supplies/mo,c/s,c/f,f/s,f/f,crew/s,crew/f,hints,tags,rarity,breakProb,minPieces,maxPieces,travel drive,number
Alcott,bc_phasecruiser2,Phase Cruiser,Fays Co.,bc_shiftburn,20,6000,800,13500,,700,140,,50,50,50,30,50,1100,PHASE,phasecloak,90,,,0.1,0.06,180,230,100,100,4,,9,135000,3,12,400,0.25,28,28,,,,,,,,"fays_bp, faysco, merc",,0.5,2,3,,
Gladstone,bc_phasecruiser3,Phase Cruiser,Fays Co.,fastmissileracks,25,8000,700,10000,,500,140,,40,30,20,20,20,1200,PHASE,phasecloak,90,,,0.1,0.06,220,260,100,100,3,,8,145000,3,12,400,0.25,30,30,,,,,,,,"fays_bp, faysco, merc",,0.5,2,3,,
Eagle (FYS),bc_phasecruiser1,Phase Cruiser,Fays Co.,bc_microjump,18,8000,950,11000,,600,155,,50,30,20,15,20,1200,PHASE,phasecloak,90,,,0.1,0.075,170,250,100,100,3,,8,130000,3,12,360,0.25,26,26,,,,,,,,"fays_bp, faysco, merc",,0.5,2,3,,
Hound (FYS),bc_fayshound,Combat Freighter,Fays Co.,flarelauncher,3,2000,400,750,,100,38,,180,175,100,90,120,200,NONE,,0,0,0,,,10,40,75,30,1,,10,8500,5,10,240,0.25,4,4,,,,,,,,"fays_bp, faysco, merc",,0.4,2,2,,
Lasher (FYS),bc_fayslasher,Frigate,Fays Co.,ammofeed,5,1750,300,2100,,140,55,,120,110,90,60,90,200,FRONT,,210,0.4,1,,,25,50,40,25,1,,10,9000,8,10,240,0.25,5,5,,,,,,,,"fays_bp, faysco,",,0.4,2,2,,
Vanguard (FYS),bc_phasefrigate3,Phase Frigate,Fays Co.,ammofeed,10,3000,600,2000,,150,60,,135,120,100,60,90,300,PHASE,phasecloak,90,,,0.1,0.075,30,50,50,30,1,,10,13000,8,10,300,0.25,8,8,,,,,,,,"fays_bp, faysco,",,0.4,2,2,,
Shrike (FYS),bc_phasedestroyer3,Phase Destroyer,Fays Co.,microburn,12,2800,250,5400,,350,85,,100,100,80,35,80,250,PHASE,phasecloak,90,,,0.1,0.075,20,40,40,60,2,,10,20000,5,15,300,0.25,10,10,,,,,,,,"fays_bp, faysco, merc",,0.7,2,3,,
Paragon (FYS),bc_phaseparagon,Phase Battleship,Fays Co.,maneuveringjets,30,12000,1250,25000,,1250,370,,30,15,10,5,5,3500,PHASE,phasecloak,90,,,0.1,0.08,400,1000,300,300,10,,7,780000,4,20,580,0.25,50,50,,,,,,,,"rare_bp, hist3t, faysco",,0.6,2,4,,
Urman,bc_lowtech_carrier,Carrier,Low Tech,bc_remotedamper,14,8000,1000,6000,,280,100,3,60,50,40,15,20,800,FRONT,,140,0.5,1,,,175,265,90,60,3,,8,120000,5,10,400,0.25,19,19,,,,,,,CARRIER,"hegemony, merc, lowtech_bp",,0.5,2,3,,
Kite Mk. II,bc_pirate_brawler,'Gunship',Pirate,maneuveringjets,7,2200,110,2000,,200,40,,130,180,120,30,40,200,FRONT,,120,0.6,1,,,24,28,25,25,1,,9,10000,5,25,200,0.25,4,4,,,,,,,,"midline_bp, merc",,0.4,2,2,,
Retral,bc_hightech_destroyer,Destroyer,High Tech,highenergyfocus,12,2600,300,5000,,400,95,,135,150,125,80,140,300,FRONT,,100,0.5,0.5,,,40,55,50,40,2.5,,9,64000,5,20,300,0.25,13,13,,,,,,,,"rare_bp, hist1t, merc, tritachyon",,0.7,2,3,,
Chant,bc_midline_cruiser,Cruiser,Midline,ammofeed,14,8500,1100,11000,,520,155,,50,20,10,15,14,1000,OMNI,,80,0.4,0.8,,,200,280,130,130,4,,8,125000,5,10,420,0.25,25,25,,,,,,,,"rare_bp, merc, persean",,0.5,2,4,,
Nihilo,bc_combattanker,Combat Tanker,Low Tech,flarelauncher,5,750,300,1800,,150,35,,80,40,30,15,30,200,OMNI,,90,0.5,1.2,,,10,20,15,270,1,,9,12000,8,20,180,0.25,5,5,,,,,,,"CIVILIAN, TANKER","base_bp, merc, hegemony, persean, ind",,0.5,2,4,,
Admonition,bc_lowtech_battlecarrier,Fast Battlecarrier,Low Tech,burndrive,26,13000,1000,12000,,750,220,2,60,45,30,20,10,2600,FRONT,,120,0.5,1,,,360,750,200,200,9,,8,560000,5,25,550,0.25,40,40,,,,,,,"CARRIER, COMBAT","rare_bp, hegemony",,0.3,3,5,,
Admonition (LP),bc_lowtech_battlecarrier_lp,Fast Battlecarrier,Luddic Path,burndrive,26,13000,1000,12000,,750,220,,60,45,30,20,10,2600,FRONT,,120,0.5,1,,,360,750,200,200,9,,8,560000,5,25,550,0.25,40,40,,,,,,,,"rare_bp, luddic_path",,0.3,3,5,,
Crasher,bc_biglasher,Cruiser,Low Tech,ammofeed,18,9500,1000,9000,,450,150,,70,40,20,15,15,1000,FRONT,,210,0.4,1,,,125,200,100,100,3,,8,150000,4,15,420,0.25,28,28,,,,,,,,"rare_bp, merc, ind",,0.4,2,2,,
Rabbit,bc_dronedestroyer,Surveyor,High Tech,bc_drone_explorer,8,3000,400,5000,,320,55,,80,60,40,45,35,210,OMNI,,220,0.4,0.7,,,30,75,50,50,1,,8,26000,6,20,300,0.25,9,9,,,,,,,"CIVILIAN, COMBAT","independent, ind",,0.5,2,2,,
Churl,bc_scrapcarrier,Scrapcarrier,Makeshift,flarelauncher,14,8000,150,6000,,280,120,4,40,10,5,5,5,800,FRONT,,180,0.3,1.2,,,250,370,90,90,3,,7,80000,5,10,420,0.25,20,20,,,,,,,CARRIER,"luddic_church, luddic_path, lowtech_bp",,0.5,2,3,,
Meus,bc_miningdoom,Phase Cruiser,...Low Tech?,bc_mine_strike,22,8000,1200,8000,,800,130,,70,55,40,20,25,1200,PHASE,phasecloak,,,,0.05,0.05,50,100,120,150,3,,8,250000,4,30,420,0.25,35,35,,,,,,,"CIVILIAN, COMBAT","rare_bp, hist3t, faysco",,0.5,2,3,,
Tachocline,bc_hightech_cruiser,Heavy Cruiser,High Tech,fortressshield,20,8000,900,14000,,750,175,,25,20,20,20,10,1400,OMNI,,200,0.65,0.7,,,165,250,150,150,3,,8,160000,3,15,420,0.25,26,26,,,,,,,,"rare_bp, tritachyon, hist2t, ind, merc",,0.5,3,4,,
Reprisal,bc_orion_capital,Battleship,Low Tech,orion_device,28,18000,1600,15000,,600,300,,20,10,10,4,4,3200,FRONT,,200,0.4,1,,,670,1400,280,380,14,,7,310000,3,12,670,0.25,40,40,,,,,,,,"rare_bp, merc, luddic_church, hist2t",,0.4,2,4,,
Erudition,bc_faysco_boss,Bearer,Unknown,bc_boss_microjump,80,20000,1500,30000,,2000,300,,100,100,100,180,70,3000,PHASE,phasecloak,90,,,0,0.03,1,1,80,80,6,,8,100000000,20,5,,,70,70,,,,,,,HIDE_IN_CODEX,"no_drop_salvage, no_dealer, no_drop",0,1,3,5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bardiche,bc_midlinefighter1,,Midline,,,750,75,80,,20,0,,160,300,250,180,250,30,OMNI,,180,0,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,0,,,,
Jerboa,bc_midlineinterceptor,,Midline,,,400,80,650,,100,0,,250,300,250,180,250,30,NONE,,0,0,0,,,1,1,,,,,,,,,,,,,,,,,,,,,,0,,,,
Tantieme,bc_antiquefighter,,Antique,bc_flarelauncher_active,,700,55,350,,20,0,,200,450,400,270,300,45,FRONT,,270,0,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,0,,,,
Acolle,bc_antiquefighter2,,Antique,bc_flarelauncher_fighter,,1000,100,180,,30,0,,140,300,250,90,200,55,NONE,,0,0,0,,,2,2,,,,,,,,,,,,,,,,,,,,,,0,,,,
Noxal,bc_gunship,,Low Tech,,,1200,150,600,,60,0,,100,100,75,45,70,145,FRONT,,180,0,1,,,6,6,,,,,,,,,,,,,,,,,,,,,,0,,,,
Legitimator,bc_acfighter,,Low Tech,,,800,100,500,,100,0,,180,200,150,90,100,100,NONE,,0,0,0,,,2,2,,,,,,,,,,,,,,,,,,,,,,0,,,,
Xylia,bc_hightechfighter1,,High Tech,displacer,,400,40,600,,60,0,,160,300,250,90,180,30,OMNI,,120,0,1,,,2,2,,,,,,,,,,,,,,,,,,,,,,0,,,,
Craytops,bc_oldfrigate_drone,,Recovered,,,180,80,100,,100,0,,200,300,300,180,150,15,FRONT,,360,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,1,2,2,,
Sorak,bc_shielddrone,,Recovered,,,400,55,800,,100,0,,350,500,500,200,300,25,FRONT,,180,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,1,2,2,,
Sakkorsk,bc_olddestroyer_drone,,Recovered,,,700,65,1200,,250,0,,220,300,280,180,180,45,FRONT,,120,0,0.6,,,0,0,,,,,,,,,,,,,,,,,,,,,,1,2,2,,
Stanna,bc_oldcruiser_drone,,Recovered,bc_missilefeed,,700,65,800,,110,0,,220,300,280,180,180,45,FRONT,,100,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,1,2,2,,
Dangpa,bc_lowtech_trident,,Low Tech,,,500,75,10,,2,0,,130,150,125,30,90,50,NONE,,0,0,0,,,2,2,,,,,,,,,,,,,,,,,,,,,,0,,,,
Rent,bc_breachbomber,,Low Tech,,,350,20,50,,25,0,,200,350,300,100,300,40,NONE,,0,0,0,,,1,1,,,,,,,,,,,,,,,,,,,,,,0,,,,
Argil,bc_gallize_drone,,Low Tech,,,300,60,650,,45,0,,160,100,100,60,80,45,NONE,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
Exarch,bc_doublebomber,,Midline,,,280,20,300,,50,0,,150,200,180,60,180,35,OMNI,,90,0,1,,,2,2,,,,,,,,,,,,,,,,,,,,,,0,,,,
Witchknot,bc_thermo_drone,,High Tech,,,100,10,10,,1,0,,210,450,360,120,360,18,NONE,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
Chark,bc_thumper_fighter,,Low Tech,,,800,80,1000,,100,0,,155,200,150,90,100,100,NONE,,0,0,0,,,2,2,,,,,,,,,,,,,,,,,,,,,,0,,,,
Aardwolf,bc_midlinefighter2,,Midline,,,650,60,1000,,100,0,,160,200,150,90,100,100,OMNI,,100,0,1,,,2,2,,,,,,,,,,,,,,,,,,,,,,0,,,,
Trice,bc_racingfighter,,High Tech,flarelauncher_fighter,,200,10,600,,100,0,,500,1000,800,180,500,20,NONE,,0,0,0,,,1,1,,,,,,,,,,,,,,,,,,,,,,0,,,,
Fleuret,bc_phasefighter,,Fays Co.,,,250,25,600,,100,0,,200,600,500,90,400,20,PHASE,phasecloak,90,,,0,0.1,1,1,,,,,,,,,,,,,,,,,,,,,,0,,,,
Jensen,bc_dronedestroyer_drone,,High Tech,,,700,65,1000,,110,0,,220,300,280,180,180,45,FRONT,,180,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
Hushallsost,bc_hightech_superfighter,,High Tech,bc_drone_pd,,500,80,800,,250,,,275,275,245,180,245,60,FRONT,,270,0,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,0,,,,
Blomqvist,bc_pd_drone,,High Tech,,,100,10,800,,100,,,1000,2000,2000,360,500,20,NONE,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
