id,type,text1,text2,text3,notes
sa_cast,SHIP,"A bulky, unwieldly, and generally unappealing High-Tech vessel sourced from the damaged memory banks of a decaying station found drifting through the fringe. Components of an Astral, a Paragon, and various High-Tech stations have been identified amidst its ungainly chassis. Tri Tachyon denied authorship of the ugly design, thus grudgingly permitting it's use in Persean League and various other defense fleets, where it fills a semi unique niche as a High-Tech battlecarrier, capable of standing alongside the Paragon in battle, not unlike a High-Tech Legion. 

Its origins remain mysterious, but some engineers believes it may have started as a highly elaborate practical joke. Given its radical departure from the typical aesthetics of High-Tech vessels and the utilitarian appearance of its internal compartments, as well as the profanely-euphemistic sign names coded into the stencil protocol, it is believed that the Cast is the result of a rivalry between two engineers, one of the ascendant High-Tech school and the other of the neo-Low-Tech school. One can only speculate as to the nature of the bet or the point of the prank, but it seems like the engineers were attempting to ape one another's design principles and produce a mockery of the other school's claim to fame. Where the Cast's mate might be found is a mystery for another scavenger to uncover.",,,
sa_grunder,SHIP,"A shieldless fighter-drone hailing from the same design school as the Talon, intended to pull duty both in vacuum and atmosphere. Agile and fragile, these drones depend on their speed and numbers to overwhelm enemy point defenses and screen friendlies from enemy strike craft. Sturdier still than a Wasp, the Grunder rivals the Talon as a general-purpose fighter vessel. Notably, active fighter drones have been discovered in derelict cargo pods dating back as far as the first AI War.",,,
sa_shilage,SHIP,"A heavy interceptor built as the aerospace superiority complement to the Grunder. Where the Grunder distracts PD and rival fighters, the Shilage delivers the killing blow with a rapid-fire light assault gun and a complement of interception missiles. The Shilage's sturdy construction, balanced flight characteristics and heavy armament make it useful even in combatting frigates - along with rumors of a dedicated hive ship independently manufacturing larger wings of these elegant, but vicious strike fighters.",,,
sa_kilo,SHIP,"Mankind's first weapon was a rock, or so the old histories say. If the Persean Sector goes on the way it has, it may well be our last weapon too. The Kilo is a piratical update to the classic rock, adding engines and either a Flak Cannon or cut down Heavy Machine Gun to an appropriately shaped asteroid. Life support, however, is not included; the larger-than-usual crew rides on the outside in hardsuits.",,,
sa_munin,SHIP,"Once a no-frills high-speed interstellar courier, the Munin has seen a new lease on life as a smuggler's lady and the recon leader's faithful warhorse. In either capacity, the Munin can handily fend off anything that it can't outrun - the list of which is short indeed. This variant retains the LX model's sensor diffusing hull materials and passive anti-scan technology, making it not only swift, but stealthy.",,,
sa_hugin,SHIP,"Once a no-frills high-speed interstellar courier, the Hugin has seen a new lease on life as a smuggler's lady and the pirate captain's swift charger. In either capacity, the Hugin can handily fend off anything that it can't outrun - the list of which is short indeed. This aftermarket variant of the Munin lacks the stealth coating of the original, but features hyper-catalyzed engines, improved armor plating, and a mean missile complement to boot.",,,
sa_staros,WEAPON,"The raison d'etre of the Elanus, the Staros mass driver uses proprietary Intermittent Phase Actuated (IPA) ferrotungsten shells with an AM warhead manufactured from a specialized nanoforge integrated directly into the ammo feed system. The result is a high velocity weapon system of devastating impact potential against armor, though reduced effect against shields.

The warhead's maximum energetic potential is only realized with sufficient realspace matter to react with, as the actual semi-phased shell has limited realspace mass. Experiments to produce a modular version which can be keyed to general-purpose shipboard nanoforges are still underway, but working prototypes are still decades away from completion.",,,
sa_gorget,SHIP,"A surprisingly competent post-collapse Midline destroyer born from a somewhat overambitious project to produce a flexible multirole destroyer for the Kazeron Navarchy. Like most such projects, the design parameters changed continuously throughout development, resulting in a vessel that has neither the firepower of its peers like the Sunder, nor the rugged reliability of a gunship like the Hammerhead. However, it is considerably more adaptable than either of the two and possesses mobility more comparable to that of a heavy frigate, without sacrificing defensive characteristics as in the Sunder; the end result is a midline destroyer that can serve acceptably in any role and support more specialized ships in combat.",,,
sa_candela,SHIP,"It is rare to see pirate scavvers come out on top against [REDACTED] ships, and even less likely that they have the requisite technical savvy to repurpose one for their own uses. This droneship has been brought back from the grave, in body if not in soul; its original AI core stripped out and sold to Ludd knows who, it sports a number of inspired and insipid modifications to render it fit for human use. 

The original maintenance drones have been slaved to various sub-delta manned crew controllers at access points bored into the hull, allowing for manual control of previously automated systems. With a large ballistic mount and most of its original weapon complement now serviced by a top-of-the-line ammo feed and flux capacitance overlock system, the Candela can deliver a blistering hail of frontal firepower.
Nonetheless, the Candela's reputation is divisive amongst its crews; the only pressurized compartments are in the Mudskipper's passenger hold (which leaks) and the rear turret. It is not uncommon for brawls to break out just before an engagement, as anyone not sealed into a turret will have to wear a hardsuit, and potentially have to endure a spacewalk to reach their station over the outer hull, desertion rates are very high...",,,
sa_box,SHIP,"A more professional conversion of the infamous Colossus MkIII, the Lunchbox features military-grade fighter vats salvaged from Hegemony patrols and a dramatically upscaled armament. A large composite mount gives it a sharp retort to cocky patrol leaders that mistake the Lunchbox for just another helpless pirate carrier. Thankfully, the sort of engineering skill required to build such a vessel is fairly scarce amongst pirates. More concerning to senior Hegemony admiralty, there's talk among the junior officers of adopting this conversion package for auxiliary service.",,,
overdrive,SHIP_SYSTEM,An overclocked AAF combined with a hacked fighter autofab and a delta AI flux compressor provides bursts of unsurpassed rate of fire to all non-missile weapons at the cost of halved flux reduction compared to similar systems operating within standard parameters.,,,
joust,SHIP_SYSTEM,"A burn drive with a little extra kick in the AM mix, designed for extreme bursts of instant speed, perfect for belt racers and ancient naval military history enthusiasts alike.",,,
temporalshell_degraded,SHIP_SYSTEM,"Speeds up the flow of time on board the ship. Generates a significant amount of flux when used, a lack of maintenance results in longer recharges and shortened active times.

Research on prolonged exposure to the effect was described as 'worrying' and quietly halted.",,,
sa_eclipse,SHIP,"This unholy abomination is a pirate warlord's dark fantasy - a [REDACTED] capital reborn with unflinching vengance. Even with it's original systems in shambles and it's frontal energy hardpoints scrapped for fighter bays, its terror hasn't lessened. Infact something of it's old master remains within this deathless hulk - the malice of an unfeeling, inhuman mind gleaming in the lance tips of it's bristling weaponry.

>>Declassified Hegemony coms log recovered from an asteroid field within Samarra system<<
""Six drive signatures reading at 11.5 megagauss, low quality, dirty burns. Probably just some Atlas-rigged Pirate junkers Captain.""
""Get me a visual, Ensign Bailey""
""Too much particulate interference, bringing up infared mapping... no, that can't be... Ludd forgive us, for many are our sins...""
""Ensign? What is- oh. Oh no""
-Hegemony Fast Picket, Raesvelg 32nd Volunteer Squadron",,,
sa_loki,WEAPON,"A direct downscale of the Mjolnir. Loki is more efficient on energy, but packs a lighter punch and slower fire rate, but still provides a versatile way to pressure enemy ships.",,,
sa_gangster,SHIP,"The little brother of Mobster, the Gangster is a ship that acts tough and intimidating, but in actuality is very much like the modified mudskippers in common use by pirates, filled with excessive numbers of missile mounts and a fuel tank used as the holster for a mid weight ballistic weapon. These modifications were augmented by the inclusion of a marginally better top speed and shield sourced from easily destroyed [Redacted] droneships alongside a pair of active flare launchers being wedged into the hull, turning this once defenseless tanker into a short lived but dangerous missile platform.",,,
sa_earthshaker,WEAPON,"An immense siege cannon normally built into the vast gap of the Gaia, the Earthshaker is a gargantuan twin barrel mining cannon built out of a pair of sublight engine thrusters. The expansive weapon system is primarily utilized as a bombardment tool on particularly dense asteroid clusters or planetary locations. Whispers have been heard in bars of the titanic weapon being built onto a station, usually passed off with laughter and another round of drinks.",,,
sa_gaia,SHIP,"A hand-welded mining super barge designed to strip-mine entire sections of planets singlehandedly under the most hostile of environmental conditions since before the Domain. The central Earthshaker cannon, easily capable of cratering mountain ranges with a volley of asteroid strikes, is more than capable of doing the same to hostile ships when required.

Though the Gaia’s blueprints were once pristine examples of industrial precision, the years of decay since the Collapse have seen the decay of most of the subsystems and modular components, requiring manual construction to finish out the basic design specs with such frivolities as life support and flux infrastructure.",,,
sa_lobster,SHIP,"The pride of Sindria, a heavily armed and armored battlecruiser with better short and mid-range performance than the Conquest, but more modernized armaments than the Onslaught, while also providing its crew (and the local volume) with ample servings of delicious Volturnian lobster (consult Quartermastery before supplementing naval issue protein rations with lobster. Lobster is a privilege, not a right.)


Though representing the Sindria nation’s first truly novel contribution to ship design, the whole project was nearly sunk by critics in the admiralty, with comments like, “for the cost of one Ebirah, we could have seven Eagles!” or “By the Lion and Sun, why in Ludd’s name do we need a flying lobster farm?” and “why is the captain’s chair an aquarium?” 
Yet those myopic fools with their petty insults were silenced by the wise voice of the Lion himself, Supreme Executor Andrada, whose generous support made possible this triumph of Askonian engineering and Volturnian biotechnology. Truly, the few other spacefarms available fail to compete with the Ebirah’s ingenious cocktail of speed, strength, and seafood.",,,
sa_twilight,SHIP,"A disturbingly competent pirate salvage job of a Brilliant class drone cruiser, the Twilight offers a rarely matched package of firepower, protection, and speed to the lucky space dog who can capture one and find a capable engineer to restore it. The modified fighter bay results in more than droneships being safe to load within the frame, and the extra medium ballistic mounting point is both a result of the pirates addiction of additional firepower, and as a clumsy section for crew quarters.

Those who crew these dread ships are of a strange sort, even for pirates; 1s and 0s cover the bulkheads in sinuous binary poetry, recited by hollow-eyed crewmen as they rush to their posts. The engineers are the worst of them - they can be heard in the engine room making ritualistic supplications to unknown gods in languages more reminiscent of binary  or the crackles of machinery than human speech, alongside an obsession with mechanical augments, claiming that flesh fails in their maintenance roles.",,,
sa_erbe,WEAPON,"The origins of the Erbe launcher are unclear, but most evidence points to aftermarket modifications from underworld groups as it's birthplace. The Erbe's ""Missiles"" have been noted as being little more than a grunder interceptor stripped of plating and it's weapon, replaced in favor with a hammer torpedo and tracking equipment to make shoddy but threatening long range armor busters. 

Material banks embedded in the frame of the launch rail assembly allow for reconstruction of the haphazard missiles, but only in limited numbers, and a requirement of manual replacements.",,,
sa_almas,SHIP,"A horrid matrimony of low-tech reliability and high-tech performance existing in the sleek lines of the Almas. A rebuilt matrix-array of plasma thrusters harvested from Shrikes and hardened shield generators, alongside less than legal component sources ending in a startling mixture of raw firepower and rugged durability being combined with the agility of a far lighter craft.",,,
sa_kyresh,SHIP,"During the years before the collapse the Kyresh was primarily used among local planetary security groups as a swift moving patrol craft primarily to catch or track smuggler groups and other small crime groups, but after the collapse many of the blueprints have been modified to remove the holding cell and contraband bay to instead carry a single heavier cannon or missiles, either to chase down smaller ships, or harass larger, better armed targets.",,,
sa_shoggoth,SHIP,"To the Hegemony, this ship does not officially exist, But despite the Hegemony's insistence and efforts, these ships still exist, but the few that have been produced by pirates mad enough to delve into the forbidden systems, reclaiming and harvesting components of the dangers within to forge their own war machines, replacing flimsy scaffolding with broad armor plates, wasted space into large cargo holds, and a stronger generator to give it's bristling guns, energy and ballistic alike, a surge of power to wither down threats that dare attack unprepared.



These hulks bear a strange connection to the Almas and other officially false hulls of pirate invention, though this hulk bears the same binaric poetry of the Twilight, however, the Shoggoth's deranged and augmented crews tend to put particular faith in the certainty of steel, the cleansings of silicon, and the freedom of circuitry. Scholars often question the meanings, but many pass it off as the writings of a drug induced frenzy, while others doubt such statements, believing it to be something more.",,,
sa_durand,SHIP,"Originally designed as a ground based security mech, Durand units have seen modification for warfare in the void of space through weapon clamps on modular arm weaponry, and a clumsy but durable thruster suite, the mechs are often favored by orbital station crews as a solid line of defense, external or internal, much to the chagrin of various syndicates.",,,
sa_durand_head,WEAPON,"A compact emitter array situated within the Durand's sensor array, capable of intercepting missiles and fast moving craft, but strains against most defensive systems and prolonged usage.",,,
sa_durand_frag,WEAPON,"A rapid fire autocannon locked into place on a Durand Chassis, loaded with fragmentation based ammunition the cannon can tear into unarmored targets, but is anemic in damage to shields and thick armor plating.",,,
sa_durand_kinetic,WEAPON,"A rapid fire autocannon locked into place on a Durand Chassis, loaded with kinetic based ammunition, the cannon is effective in straining shield generators, but is inadequate in dealing efficient damage to armor platings.",,,
sa_perigee,SHIP,"A less popular hull design built after the noted success of the Apogee hulls, the Perigee was designed as a companion ""sister ship"" intended to support the Apogee in exploration details. Supplementing it's successor's enhanced sensor array with an onboard suite of surveying equipment and twin hangar bays. The design largely fell out of popularity against the cheaper Venture class hulls, however some fleets do still find certain aspects of these hulls to be useful.",,,
sa_manticore_remnant,SHIP,"A humble Manticore defiled by the servants of Moloch, traced back to the early days of the First AI war, these modified destroyers saw the ammo feeders of the main large turret replaced with missile racks and fabricators, the ballistic rangefinders were deemed a waste and replaced by a complex navigation array, alongside the conversion of it's smaller missile slots into hybrid weapon mounts to make up for the lost firepower in the primary slot.

>>Centcom priority debriefing, C+98, post deep space recon operations<<
""Lieutenant, is this data compromised?""
""Negative. Analysis shows this data's intact, but, these scans can't be right, the recovery and reuse of our own fleet assets is...""
""Concerning. Those vessel's still had crew onboard, multiple escape pods are still in their tubes too.""
""If this data is correct, we're witnessing a change in strategy, this cannot go unpunished, send word to the High Hegemon, and send out search and rescue fleets, look for cryopods, escape pods, anything! We need answers, now!""",,,
sa_eradicator_remnant,SHIP,"With general upgrades to thruster output and power infrastructure, this retrofitted Eradicator can bring to bear terrifying close-range energy firepower and the same infamous missile complement as its parent hull, while retaining the potential for ample kinetic or explosive support from a pair of medium ballistic emplacements. Initial AARs from encounters with these new Remnant assault cruisers highlight their capacity to almost instantly cripple much larger vessels with an overcharged energy barrage, then finish them with point-blank torpedo salvoes.

>>Hegemony audio log, search and rescue fleet black box recording between first communications officer and captian, ID's expunged: C+104<<
""Sir, are we aware of Eradicator class hulls with energy integrations?""
""If we are I don't have clearance to know, why?""
""Salvage crews are reporting a derelict one as having, wait, no, that's, impossible! Captain, we have incoming!""
""What?! Power combat systems! All hands, battle statio-""
>>FURTHER DATA CORRUPTED<<",,,
sa_dominator_remnant,SHIP,"At first glance, this state-of-the-art energy refit of the venerable Dominator would seem almost unimaginative: improved engines, hardened shields, and a plasma-jet injector augment the Dominator’s capabilities while changing little about its role. A careful inspection, however, yields an appreciation of subtlety that the Dominator’s original human architects sorely lacked. Medium mounts were removed and the space reused to overhaul the large hardpoints into turrets, allowing its primary battery to cover large, overlapping fields of fire at the cost of weaker point defense and armor, which is compensated for with the reinforced shields. 

>>Engineer Interview: Deconstruction bay #3: Ragnar Station, Valhalla System, C+108<<
""Well, the outside resembles a dominator at least, but it's like they put a different ship inside, it was built for maintenance drones, not us humans""
""Were there, any signs of human life onboard?""
""No, well, yeah, some scratches on a maintenance hatches, an id tag among them, just one issue""
""That is?""
""That ship, is the same one that went down at the start of that blasted war, I'd recognize my own writing!""
""But, if it was lost so long ago, why is it-""
""I don't know boss, not sure I want to know.""",,,
sa_legion_remnant,SHIP,"The culmination of cycles of experimentation and doctrinal shifts, antiquated low tech engines and weapon mounts replaced by cutting edge energy weaponry and refined engine arrays, the long since obsolete bridge entirely removed, replaced by a missile mounting site, and additional weapon batteries directly installed into the ships's bow, alongide twin rearward defensive sites to lessen a crippling weakness of the original, a truely heretical monstrosity deserving of it's purge by fire.

>>Data Core Recovery: Derelict ship hull found drifting from deep space: C+190<<
""Hegemony fleet, be advised we are aware of your actions, you've already torn apart our fleet once, we're ready this time!""
""Citizen! Stand down! We have no quarrel with your salvage operations!""
""Really?! Ludd damned remnants of the Domain, first you tear us apart with your beaming Legion, then pretend to be innocent?!""
""A Legion, firing lasers? Citizen, please explain, wait, unknown contacts, closing fast, a Hegemony ID? No, it can't be, Navigator, get us out of here, we aren't equipped for this!""",,,
sa_ageis,SHIP,"A veritable monstrosity of a capital ship, the Aegis is little more than an Onslaught with the hulk of a Guardian grafted to the frame where it's arms used to exist. Where the derelict was found, and how the beast was slain remain a mystery, what isn't a mystery is the wealth of forward firepower and flux reserves the abominaton brings to bear in an engagement. Records, wanted profiles, and the whispers of bar rumors all point to it being the only of it's kind, yet... If this one hull was created, how many other resurrected hulks remain in deep space, waiting to strike?",,,
sa_cricket,SHIP,"Born from mothballs, solder, and unfilled blueprint slots, the Cricket is little more than a crew capsule strung between twin gun pods riding a set of reclaimed thrusters. Featuring paper thin armor and a largely supplementary shield, the Cricket is redeemed solely for it's impressive ballistic subsystems at a subdeck bargain price. Little more than a nuisance alone, Crickets deployed en masse have been noted to drown better armed foes in a torrent of lead- alebit with similarly heroic casualties.",,,
sa_penumbra,SHIP,"Without access to high quality fighter LPCs or decent energy weapons, few pirate lords would be inclined to add a Scintilla to their ragtag fleets. Clever engineers know that hangar forges are easily hacked to produce missiles and landing craft, and so the Penumbra was born as the bane of backwater militias the sector over: capable of supporting attacks on hardened targets with heavy missile fire accompanied by a single fighter wing supported with the original Recall Device, hacked to support marine drop-ships on ground assault duties.",,,
sa_cyclops,SHIP,"The humble Venture is the backbone of fringe exploration efforts, the rugged bulwark and jack of all trades of every serious prospector. The Polyphemus is at first glance only a superficial upgrade, with a reinforced armored prow, a military grade mount for heavy energy or missile weapons, and the drone forgevat hacked to field a pair of what can only be described as “flying mining blasters.” The truth is far more disconcerting; beyond mil-spec shield tuning and redlined flux infrastructure, the Polyphemus boasts a “delta cluster nexus” connected directly to the bridge and essential facilities, reducing crew requirements and extending peak performance time under stress. Tri-Tachyon denies any authorship of this vaguely-legal AI core design; Hegemony attempts to inspect and verify the nexus dome have dug up nothing but scrap, as Polyphemus crews have fought to the death or scuttled their ships rather than allow inspection.",,,
sa_panoptes,SHIP,"Essentially a delimited mining blaster with a utility shuttle hacked over its housing, the Panoptes is unwieldy, fragile, and defenseless, dependent on escort screening and PD saturation to deliver their calamitous energetic payload at almost point blank range.",,,
sa_limited_blaster,WEAPON,"""Captain, while your modifications usually work out... At these levels either the capacitators or focusing chamber will turn to slag after a few shots. Let's just keep em unpowered until they're outside the ship""- Engineering department message, pending response",,,
sa_hypermatter,WEAPON,"An anomalously energetic energy crystal utilized as the focal unit of a combat emitter. While standard installation procedures are incredibly simple, the safety procedures to maintain crystal integrity are borderline eldritch in nature, but are absolute necessities to fuel the awe inspiring discharges, ruinous to armor, but almost entirely nullified against energy shielding.

Discovered in a long lost station orbiting a volcanic and gas giant, the origins of the hyper-energetic crystals are subject to intense debates within the Galatian academy. Grudgingly referred to as ""Hypermatter Crystals"", the exotic crystalline structures must be contained within magnetic levitation systems, after an incident during a cargo transport it was learned that any physical contact with the crystals leaves behind only ""dust"" in the aftermath of a highly radioactive discharge.",,,
sa_radcannon,WEAPON,"A weapon used by the fanatical or the insane, this crude weapon utilizes igniting stores of Infernium to generate intense radioactive energies magnetically shaped to inflict crippling damage on the crews and electrical systems of targeted ships, but is effortlessly dissipated by intact armor belts and energy shields. Shared components in energy and ballistic based weapon mountings allow the Ejector to be fitted into both.

Scorned and feared by the more organized polities, the Infernium Ejector is nothing short of barbaric and an affront to any form of humane warfare, ships struck by it have registered hazardously contaminated cycles later, geiger systems even nearing the site of such guns rattle off an electronic protest past the supposed ""shielding"" keeping the crews mostly protected.",,,
sa_pillbox,SHIP,"An odd hulk of a ship, the Pillbox is seemingly a ""restored"" Colossus Mk.II, with a number of explorarium drone-ship components bolted and welded into the hull's frame. While the durability of such upgrades are middling at best, the ship has become an unwieldy, off balance gunboat only seen in extremely limited numbers. Nevertheless these cruisers display an unnervingly active flux grid,, and enough missiles to put even the pd grids of a Low Tech battlegroup on edge, at least until the poor shielding of the Pillbox is challenged.",,,
sa_gloaming,SHIP,"A fairly unusual pirate modification, the Gloam forgoes the additional weapon emplacements many of these lawless ""upgrades"" carry. Instead it utilizes an extremely cramped ""microbay"" hardcoded to deploy exclusively Grunder class drone wings, about as frail as the very drones it deploys, Gloams are notably uneceptional on their own, but can rapidly prove to become a nuisance when other hulls are nearby to draw fire away. ",,,
sa_murk,SHIP,"An unsurprising product of pirate bands either brave or suicidal enough to delve into restricted stellar systems, calling the Murk anything beyond a bizarrely shaped wolf would be an insult even to the vessel of Moloch the once frigate has been grafted into. Tracking of these hulls, and their confiscation or destruction, is a frequent activity for low level COMSEC operatives with nothing better to do.",,,
sa_ingot,SHIP,"The Ingot-class Carrier is often mistaken for a Low Tech hull in midline paint due to it's simple, straightforward design. Featuring spacious hanger bays and the ability to rapily produce a reserve of fighters to swiftly deliver a killing with it's amassed strikecraft, or thwart the offensive assault from smaller ships reckless enough to stray from their ranks. Unfortunately this simple design has resulted in a similarly uncomplicated, and almost token weapons array, further complicated by a complete lack of rearward defenses.

A hull of experimental design by Orion Shipyards, the Ingot was developed with smaller patrols and often undersupplied fringe militant forces in mind. As a result of this experimental design, the hull is easily constructed and maintained, with a focus on standardized components and above average power projections for a ship of it's size. Unfortunately despite being a ship with a focus on economy, the Ingot was often almost unfairly pitted against the Heron, with the rival hull class often finding superior favor and production order slots. As a result the Ingot was largely unused by mainline Domain Battlegroups, but found a reserved appreciation among fringe battle commanders and patrol forces with a lack of easy access to resources.",,,
sa_aberration,SHIP,"An anomaly in every sense of the word, while the base of the hull and blueprints match that of a Cerberus, it has a number of clearly autoforged components belonging to unknown origins. Most strikingly among the modifications is a mostly intact Temporal Shell generator assembly plated in some of the only armor found across the entire ship. Fragile, mobile, and capable of taking a bit out of the unwary.",,,
sa_mono_mg,WEAPON,"Little more than a Heavy Machine gun with a feeder and barrel assembly cut away and replaced with rotary servos and stabilizers, while resulting in still being inferior to the original in fire capacity. The result is often jokingly referred to as ""The Medium Machine Gun"".",,,
sa_pangolin,SHIP,"The Pangolin was found in a corrupted archive of low-tech designs from the ascendancy of the Cruiser School. While most of the designs were unintelligible, the Pangolin remained relatively intact; showing promise as a potential replacement to the Legion, prototypes were commissioned. The first prototypes revealed an ambitious marriage of big guns, refined fighter command systems, and at the time, best in class power systems centered around something fairly unusual, an entirely modular energy weapon socket. Daunting forward firepower, backed by a respectable fighter complement and speed to match a Conquest, making  the Pangolin nothing if not versatile, though it pays for this flexibility with poor armor, massive crew requirements, and a less than desireable fuel economy.",,,
sa_ocypote,SHIP,"Belt race jockeys fiercely debate the origins of this sleek and deadly craft, born of a frightfully augmented Kite merged with [REDACTED] shield tech, the hottest engines this side of Hybrasil, and a luxurious command console supported by a host of delta cores. Whether the product of an unhinged speedster or the vanity piece of a bored Culann exec, none can argue with the Ocypote’s impressive speed and survivability with its imposing shield and respectable armament.",,,
sa_cavern,SHIP,"A ship once scorned for it's compromising of combat principles, now viewed as an almost suitable missile and weapons platform for saturated fire. The Cavern is a mockery of the corporate droneship its hull is derived from, terminator drone autofabs torn away in place of much more compact borer drone forges, freeing space for excess cargo to be stored, the AI domes are notably repurposed into the mounting sockets for ballistic armaments, alongside bridge and crew hab modules layered with as much radiation shielding as would fit without hampering combat operations.",,,
