id,type,frame,magnitude,map,path
kyeltziv_hvy_pd_drone,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_hvy_pd_drone_normal.png
kyeltziv_ilex,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_ilex_normal.png
kyeltziv_ilkut,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_ilkut_normal.png
kyeltziv_ilya_ex,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_ilya_ex_normal.png
kyeltziv_ilya,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_ilya_normal.png
kyeltziv_ilya_sym,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_ilya_sym_normal.png
kyeltziv_katsoja,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_katsoja_normal.png
kyeltziv_khoronit,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_khoronit_normal.png
kyeltziv_kiilto,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_kiilto_normal.png
kyeltziv_kiusa,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_kiusa_normal.png
kyeltziv_kohta,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_kohta_normal.png
kyeltziv_kutittaa,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_kutittaa_normal.png
kyeltziv_laite,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_laite_normal.png
kyeltziv_lakeija,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_lakeija_normal.png
kyeltziv_loinen,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_loinen_normal.png
kyeltziv_lycaenid,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_lycaenid_normal.png
kyeltziv_narva,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_narva_normal.png
kyeltziv_navDrone,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_navDrone_normal.png
kyeltziv_ophrys,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_ophrys_normal.png
kyeltziv_otkryt_ex,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_otkryt_ex_normal.png
kyeltziv_otkryt,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_otkryt_normal.png
kyeltziv_paimen,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_paimen_normal.png
kyeltziv_paistaa,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_paistaa_normal.png
kyeltziv_pd_drone,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_pd_drone_normal.png
kyeltziv_peikko,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_peikko_normal.png
kyeltziv_peikko_sym,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_peikko_sym_normal.png
kyeltziv_pereskia,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_pereskia_normal.png
kyeltziv_perun_ex,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_perun_ex_normal.png
kyeltziv_perun,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_perun_normal.png
kyeltziv_perun_p,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_perun_p_normal.png
kyeltziv_phaeton,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_phaeton_normal.png
kyeltziv_piperDrone,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_piperDrone_normal.png
kyeltziv_platform_assault,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_platform_assault_normal.png
kyeltziv_platform_base,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_platform_base_normal.png
kyeltziv_platform_siege,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_platform_siege_normal.png
kyeltziv_platform_support,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_platform_support_normal.png
kyeltziv_podenka_ex,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_podenka_ex_normal.png
kyeltziv_podenka,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_podenka_normal.png
kyeltziv_podenka_sym,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_podenka_sym_normal.png
kyeltziv_prinos,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_prinos_normal.png
kyeltziv_prochnyi,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_prochnyi_normal.png
kyeltziv_pyralid,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_pyralid_normal.png
kyeltziv_raataja,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_raataja_normal.png
kyeltziv_railDrone,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_railDrone_normal.png
kyeltziv_ruslan,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_ruslan_normal.png
kyeltziv_ruslan_p,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_ruslan_p_normal.png
kyeltziv_ruslan_sym,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_ruslan_sym_normal.png
kyeltziv_salpa,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_salpa_normal.png
kyeltziv_salvage_pod,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_salvage_pod_normal.png
kyeltziv_sokea,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_sokea_normal.png
kyeltziv_solanum,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_solanum_normal.png
kyeltziv_sorkkia,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_sorkkia_normal.png
kyeltziv_spotterDrone,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_spotterDrone_normal.png
kyeltziv_stachys,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_stachys_normal.png
kyeltziv_stationSpotterDrone,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_stationSpotterDrone_normal.png
kyeltziv_stationTargetingDrone,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_stationTargetingDrone_normal.png
kyeltziv_station_armour_large2,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_station_armour_large2_normal.png
kyeltziv_station_armour_large,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_station_armour_large_normal.png
kyeltziv_station_armour_small,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_station_armour_small_normal.png
kyeltziv_station_blocker,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_station_blocker_normal.png
kyeltziv_station_module_end,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_station_module_end_normal.png
kyeltziv_station_module_main,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_station_module_main_normal.png
kyeltziv_station_under_core,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_station_under_core_normal.png
kyeltziv_station_under_tip,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_station_under_tip_normal.png
kyeltziv_strekoza,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_strekoza_normal.png
kyeltziv_suojus,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_suojus_normal.png
kyeltziv_symDrone,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_symDrone_normal.png
kyeltziv_targetingDrone,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_targetingDrone_normal.png
kyeltziv_tarsus,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_tarsus_normal.png
kyeltziv_tuike,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_tuike_normal.png
kyeltziv_vahlia,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_vahlia_normal.png
kyeltziv_valkyrie,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_valkyrie_normal.png
kyeltziv_vartija,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_vartija_normal.png
kyeltziv_vartio,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_vartio_normal.png
kyeltziv_vassily,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_vassily_normal.png
kyeltziv_vassily_p,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_vassily_p_normal.png
kyeltziv_wolffia,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_wolffia_normal.png
kyeltziv_xiezhi,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_xiezhi_normal.png
kyeltziv_xinzang_ex,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_xinzang_ex_normal.png
kyeltziv_xinzang,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_xinzang_normal.png
kyeltziv_yinglong_ex,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_yinglong_ex_normal.png
kyeltziv_yinglong,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_yinglong_normal.png
kyeltziv_zlatko,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_zlatko_normal.png
kyeltziv_zlatko_p,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_zlatko_p_normal.png
kyeltziv_znatok,ship,,1.5,normal,graphics/maps/normals/ships/kyeltziv_znatok_normal.png
,,,,,
kyeltziv_bakot,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_bakot_hardpoint_normal.png
kyeltziv_bakot,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_bakot_turret_normal.png
kyeltziv_bakot_pod,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_bakot_pod_hardpoint_normal.png
kyeltziv_bakot_pod,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_bakot_pod_turret_normal.png
kyeltziv_bellisPod,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_bellisPod_hardpoint_normal.png
kyeltziv_bellisPod,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_bellisPod_turret_normal.png
kyeltziv_bistoury,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_bistoury_base_normal.png
kyeltziv_bistoury,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_bistoury_base_normal.png
kyeltziv_cranequin,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_cranequin_hardpoint_base_normal.png
kyeltziv_cranequin,hardpointbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_cranequin_hardpoint_recoil_normal.png
kyeltziv_cranequin,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_cranequin_turret_base_normal.png
kyeltziv_cranequin,turretbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_cranequin_turret_recoil_normal.png
kyeltziv_cutting_laser,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_cutting_hardpoint_base_normal.png
kyeltziv_cutting_laser,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_cutting_turret_base_normal.png
kyeltziv_heavy_discharger,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_discharger_h_hardpoint_base_normal.png
kyeltziv_heavy_discharger,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_discharger_h_turret_base_normal.png
kyeltziv_light_discharger,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_discharger_l_hardpoint_base_normal.png
kyeltziv_light_discharger,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_discharger_l_turret_base_normal.png
kyeltziv_avtomat_drumfire,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_drumfire_avtomat_hardpoint_normal.png
kyeltziv_avtomat_drumfire,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_drumfire_avtomat_turret_normal.png
kyeltziv_esp_beam,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_esp_beam_hardpoint_base_normal.png
kyeltziv_esp_beam,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_esp_beam_turret_base_normal.png
kyeltziv_esp_beam_light,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_esp_beam_hardpoint_base_normal.png
kyeltziv_esp_beam_light,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_esp_beam_turret_base_normal.png
kyeltziv_buster,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_fusionBuster_hardpoint_base_normal.png
kyeltziv_buster,hardpointbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_fusionBuster_hardpoint_recoil_normal.png
kyeltziv_buster,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_fusionBuster_turret_base_normal.png
kyeltziv_buster,turretbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_fusionBuster_turret_recoil_normal.png
kyeltziv_buster_compact,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_fusionBuster_hardpoint_base_normal.png
kyeltziv_buster_compact,hardpointbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_fusionBuster_hardpoint_recoil_normal.png
kyeltziv_buster_compact,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_fusionBuster_turret_base_normal.png
kyeltziv_buster_compact,turretbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_fusionBuster_turret_recoil_normal.png
kyeltziv_buster_light,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_fusionBuster_hardpoint_base_normal.png
kyeltziv_buster_light,hardpointbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_fusionBuster_hardpoint_recoil_normal.png
kyeltziv_buster_light,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_fusionBuster_turret_base_normal.png
kyeltziv_buster_light,turretbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_fusionBuster_turret_recoil_normal.png
kyeltziv_fusionHoufnice,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_fusion_houfnice_hardpoint_base_normal.png
kyeltziv_fusionHoufnice,hardpointbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_fusion_houfnice_hardpoint_recoil_normal.png
kyeltziv_fusionHoufnice,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_fusion_houfnice_turret_base_normal.png
kyeltziv_fusionHoufnice,turretbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_fusion_houfnice_turret_recoil_normal.png
kyeltziv_fusionHoufnice_plat,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_fusion_houfnice_hardpoint_base_normal.png
kyeltziv_fusionHoufnice_plat,hardpointbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_fusion_houfnice_hardpoint_recoil_normal.png
kyeltziv_fusionHoufnice_plat,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_fusion_houfnice_turret_base_normal.png
kyeltziv_fusionHoufnice_plat,turretbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_fusion_houfnice_turret_recoil_normal.png
kyeltziv_galv_bombard,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_galvanicBombard_hardpoint_base_normal.png
kyeltziv_galv_bombard,hardpointbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_galvanicBombard_hardpoint_recoil_normal.png
kyeltziv_galv_bombard,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_galvanicBombard_turret_base_normal.png
kyeltziv_galv_bombard,turretbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_galvanicBombard_turret_recoil_normal.png
kyeltziv_galv_hwz,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_galvanicHowitzer_hardpoint_base_normal.png
kyeltziv_galv_hwz,hardpointbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_galvanicHowitzer_hardpoint_recoil_normal.png
kyeltziv_galv_hwz,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_galvanicHowitzer_turret_base_normal.png
kyeltziv_galv_hwz,turretbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_galvanicHowitzer_turret_recoil_normal.png
kyeltziv_galv_mortar,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_galvanic_mortar_base_normal.png
kyeltziv_galv_mortar,hardpointbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_galvanic_mortar_recoil_normal.png
kyeltziv_garaj,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_garaj_hardpoint_normal.png
kyeltziv_garaj,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_garaj_turret_normal.png
kyeltziv_graviton_sweeper,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_graviton_hardpoint_base_normal.png
kyeltziv_graviton_sweeper,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_graviton_turret_base_normal.png
kyeltziv_graviton_sweeper_single,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_graviton_single_base_normal.png
kyeltziv_graviton_sweeper_single,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_graviton_single_base_normal.png
kyeltziv_halke_array,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_halke_array_hardpoint_normal.png
kyeltziv_halke_array,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_halke_array_turret_normal.png
kyeltziv_halke,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_halke_hardpoint_normal.png
kyeltziv_halke,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_halke_turret_normal.png
kyeltziv_halke_pod,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_halke_pod_hardpoint_normal.png
kyeltziv_halke_pod,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_halke_pod_turret_normal.png
kyeltziv_heavy_killCloud,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_heavyKillCloud_hardpoint_base_normal.png
kyeltziv_heavy_killCloud,hardpointbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_heavyKillCloud_hardpoint_recoil_normal.png
kyeltziv_heavy_killCloud,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_heavyKillCloud_turret_base_normal.png
kyeltziv_heavy_killCloud,turretbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_heavyKillCloud_turret_recoil_normal.png
kyeltziv_ionRepeater,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_ionRepeater_base_normal.png
kyeltziv_ionRepeater,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_ionRepeater_base_normal.png
kyeltziv_light_shock_driver,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lightShockDriver_base_normal.png
kyeltziv_light_shock_driver,turretbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lightShockDriver_recoil_normal.png
kyeltziv_light_shock_driver,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_kiilto_shockDriver_base_normal.png
kyeltziv_light_shock_driver,hardpointbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_kiilto_shockDriver_recoil_normal.png
kyeltziv_light_shock_driver_sym_l,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lightShockDriver_base_normal.png
kyeltziv_light_shock_driver_sym_l,turretbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lightShockDriver_recoil_normal.png
kyeltziv_light_shock_driver_sym_l,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_kiilto_shockDriver_base_normal.png
kyeltziv_light_shock_driver_sym_l,hardpointbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_kiilto_shockDriver_recoil_normal.png
kyeltziv_light_shock_driver_sym_r,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lightShockDriver_base_normal.png
kyeltziv_light_shock_driver_sym_r,turretbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lightShockDriver_recoil_normal.png
kyeltziv_light_shock_driver_sym_r,hardpoint,,1.5,normal,graphics/maps/normals/ships/kyeltziv_ruslan_sym_shockDriver_base_normal.png
kyeltziv_light_shock_driver_sym_r,hardpointbarrel,,1.5,normal,graphics/maps/normals/ships/kyeltziv_ruslan_sym_shockDriver_recoil_normal.png
kyeltziv_pieni,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_kohta_turret_base_normal.png
kyeltziv_pieni,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_kohta_turret_base_normal.png
kyeltziv_galv_arquebus,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lightGalvanicHowitzer_hardpoint_base_normal.png
kyeltziv_galv_arquebus,hardpointbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lightGalvanicHowitzer_hardpoint_recoil_normal.png
kyeltziv_galv_arquebus,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lightGalvanicHowitzer_turret_base_normal.png
kyeltziv_galv_arquebus,turretbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lightGalvanicHowitzer_turret_recoil_normal.png
kyeltziv_light_galv_hwz,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lightGalvanicHowitzer_hardpoint_base_normal.png
kyeltziv_light_galv_hwz,hardpointbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lightGalvanicHowitzer_hardpoint_recoil_normal.png
kyeltziv_light_galv_hwz,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lightGalvanicHowitzer_turret_base_normal.png
kyeltziv_light_galv_hwz,turretbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lightGalvanicHowitzer_turret_recoil_normal.png
kyeltziv_light_killCloud,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lightKillCloud_hardpoint_base_normal.png
kyeltziv_light_killCloud,hardpointbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lightKillCloud_hardpoint_recoil_normal.png
kyeltziv_light_killCloud,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lightKillCloud_turret_base_normal.png
kyeltziv_light_killCloud,turretbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lightKillCloud_turret_recoil_normal.png
kyeltziv_compact_shock_driver,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lightShockDriverMod_hardpoint_base_normal.png
kyeltziv_compact_shock_driver,hardpointbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lightShockDriverMod_hardpoint_recoil_normal.png
kyeltziv_compact_shock_driver,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lightShockDriverMod_turret_base_normal.png
kyeltziv_compact_shock_driver,turretbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lightShockDriverMod_turret_recoil_normal.png
kyeltziv_compact_shock_driver_plat,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lightShockDriverMod_hardpoint_base_normal.png
kyeltziv_compact_shock_driver_plat,hardpointbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lightShockDriverMod_hardpoint_recoil_normal.png
kyeltziv_compact_shock_driver_plat,turret,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lightShockDriverMod_turret_base_normal.png
kyeltziv_compact_shock_driver_plat,turretbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lightShockDriverMod_turret_recoil_normal.png
kyeltziv_lorentzTwin,hardpoint,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lorentzTwin_hardpoint_base_normal.png
kyeltziv_lorentzTwin,hardpointbarrel,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lorentzTwin_hardpoint_recoil_normal.png
kyeltziv_lorentzTwin,hardpointunder,,1.5,normal,graphics/maps/normals/weapons/kyeltziv_lorentzTwin_hardpoint_under_normal.png
