name,id,tier,rarity,tech/manufacturer,tags,uiTags,base value,unlocked,hidden,hiddenEverywhere,cost_frigate,cost_dest,cost_cruiser,cost_capital,script,desc,short,sModDesc,sprite
Advanced ECM Suite,tw_intrepid_hull,,,,hide_in_codex,,,,TRUE,,0,0,0,0,data.hullmods.tw.IntrepidHull,Grants %s ECM rating when deployed in combat. Cannot be combined with standard ECM Package.,Improves ECM.,,graphics/hullmods/ecm_package.png
Advanced Undershield,tw_undershield_aurora,,,,,,,,TRUE,,0,0,0,0,data.hullmods.tw.UndershieldAurora,This ship has a secondary reactor powering an undershield that grants further protection with %s degrees of coverage. It can defend against %s damage before venting its accumulated flux and deactivating for %s seconds.,,,graphics/hullmods/ix_undershield.png
Archaic Weapon Integration,tw_archaic_weapon_integration,,,,,,,,TRUE,,0,0,0,0,data.hullmods.tw.ArchaicWeaponIntegration,Ordnance Point cost of each %s composite weapon is reduced by %s. Fitting other types of composite or missile weapon into the forward facing large mounts will reduce the ship's total flux dissipation by %s per weapon OP.,Reduces ordnance point cost of large archaic composite weapons.,,graphics/hullmods/tw_equalizer_integration.png
      Archaic OP discount 15,tw_equalizer_discount_15,,,,hide_in_codex,,,,TRUE,TRUE,0,0,0,-15,com.fs.starfarer.api.combat.BaseHullMod,(Hidden) reduces OP by 15 for 1 fitted archaic composite weapon,,,graphics/hullmods/tw_equalizer_integration.png
      Archaic OP discount 30,tw_equalizer_discount_30,,,,hide_in_codex,,,,TRUE,TRUE,0,0,0,-30,com.fs.starfarer.api.combat.BaseHullMod,(Hidden) reduces OP by 30 for 2 fitted archaic composite weapons,,,graphics/hullmods/tw_equalizer_integration.png
      Archaic OP discount 45,tw_equalizer_discount_45,,,,hide_in_codex,,,,TRUE,TRUE,0,0,0,-45,com.fs.starfarer.api.combat.BaseHullMod,(Hidden) reduces OP by 45 for 3 fitted archaic composite weapons,,,graphics/hullmods/tw_equalizer_integration.png
      Archaic OP discount 60,tw_equalizer_discount_60,,,,hide_in_codex,,,,TRUE,TRUE,0,0,0,-60,com.fs.starfarer.api.combat.BaseHullMod,(Hidden) reduces OP by 60 for 4 fitted archaic composite weapons,,,graphics/hullmods/tw_equalizer_integration.png
Compact EWAR Suite,tw_ewar_suite,,,,,,,,TRUE,,0,0,0,0,data.hullmods.tw.CompactEWAR,"A compact electronic warfare suite that grants %s ECM rating, and will launch a wide area EMP burst near the closest enemy ship or missile within %s su, once every %s seconds. Cannot be combined with ECM Package.",Improves ECM.,,graphics/hullmods/ix_ewar.png
Energy Weapon Integration,tw_energy_weapon_integration,,,,hide_in_codex,,,,TRUE,,0,0,0,0,data.hullmods.tw.EnergyWeaponIntegration,Reduces the ordnance point cost of large energy weapons by %s.,Reduces ordnance point cost of large energy weapons.,,graphics/hullmods/ix_equalizer_integration.png
Enhanced Control Node,tw_enhanced_control_node,,,,,,,,TRUE,,0,0,0,0,data.hullmods.tw.EnhancedControlNode,"Command a larger number of %s drones. Unlike other ships of the Trinity Worlds, this dedicated carrier can also operate regular strike craft without penalty.",,,graphics/hullmods/tw_drone_control_node.png
Plasma Ramjet,tw_plasma_ramjet,,,,,,,,TRUE,,0,0,0,0,data.hullmods.tw.PlasmaRamjet,"This ship will activate a secondary plasma ramjet during high speed maneuvers. Improves the Plasma Jets ship system duration by %s, and top speed bonus by %s.",Improves Plasma Jet ship system.,,graphics/hullmods/ix_plasma_ramjet.png
Seeker Lens,tw_seeker_lens,,,,,,,,TRUE,,0,0,0,0,data.hullmods.tw.SeekerLens,"An emitter upgrade that improves the coherence of target seeking quantum entanglement weapons. Increase the base range of %s type weapons by %s. When a large seeker weapon is equipped, improves the fire rate of all energy weapons by %s, without increasing flux cost.",Improve Seeker type weapon performance.,,graphics/hullmods/tw_seeker_lens.png
Sentinel PD Array,tw_point_defense_small,,,,,,,,TRUE,,0,0,0,0,data.hullmods.ix.PointDefenseSmall,"Enhances weapon performance as an %s, and allows all small energy weapons to engage missiles as point defense weapons.",Enhanced point defense weapon performance.,,graphics/hullmods/ix_point_defense.png
Subsystem Interface,tw_subsystem_interface,,,,hide_in_codex,,,,TRUE,,0,0,0,0,com.fs.starfarer.api.combat.BaseHullMod,This ship can make use of adaptive subsystems without needing further modifications.,Allows use of adaptive subsystems.,,graphics/hullmods/tw_subsystem_interface.png
Superior Point Defense,tw_superior_pd,,,,,,,,TRUE,,0,0,0,0,data.hullmods.tw.SuperiorPointDefense,"Envisioned as a ""self escorting convoy leader"" capable of defending not just itself, but also other more vulnerable fuel and cargo haulers, this particular variant of the Iapetus IS-15000 has an extensively upgraded point-defense suite.

The fitting of all small, medium, and large point-defense weapons are reduced by %s/%s/%s, archaic and energy pulse point-defense weapon range is improved by %s su, damage against missiles is improved by %s, and all point-defense weapons get the best possible target leading. Incompatible with %s.",Improves point defense performance.,,graphics/hullmods/tw_superior_pd.png
Trinity Worlds Retrofit,tw_trinity_retrofit,,,,,,,,TRUE,,0,0,0,0,data.hullmods.tw.TrinityRetrofit,"This ship is built from incomplete Tri-Tachyon blueprint data, along with just enough replacement parts from the 9th Domain Battlegroup to keep it operational. The engines especially have been overhauled for greater performance at the expense of other ship systems.

Increases speed by %s/%s/%s/%s, depending on hull size. Decreases weapon range by %s. Increases combat repair times by %s. Incompatible with Unstable Fuel Injectors.",Alters speed and other performance.,,graphics/hullmods/tw_trinity_retrofit.png
,,,,,,,,,,,,,,,,,,,
#Tigershark weapon swap,,,,,,,,,,,,,,,,,,,
Integrated Abolisher Cannon,tw_tigershark_abolisher,,,,hide_in_codex,,,,TRUE,,0,0,0,0,data.hullmods.tw.GiveShipAbolisher,This ship is equipped with a built-in %s. Remove this hullmod to swap to the %s.,,,graphics/hullmods/tw_revised_armaments1.png
      Abolisher Handler,tw_tigershark_ab_handler,,,,,,,,TRUE,TRUE,0,0,0,0,com.fs.starfarer.api.combat.BaseHullMod,(Hidden) Used by Tigershark hullmod tw_plasma_ramjet to check if weapon should be swapped.,,,graphics/hullmods/tw_revised_armaments1.png
Heavy Stormwall Suppressor,tw_tigershark_stormwall,,,,hide_in_codex,,,,TRUE,,0,0,0,0,data.hullmods.tw.GiveShipStormwall,This ship is equipped with a built-in %s. Remove this hullmod to swap to the %s.,,,graphics/hullmods/tw_revised_armaments2.png
      Stormwall Handler,tw_tigershark_sw_handler,,,,,,,,TRUE,TRUE,0,0,0,0,com.fs.starfarer.api.combat.BaseHullMod,(Hidden) Used by Tigershark hullmod tw_plasma_ramjet to check if weapon should be swapped.,,,graphics/hullmods/tw_revised_armaments2.png
,,,,,,,,,,,,,,,,,,,
#Trinity Worlds Standard,,,,,,,,,,,,,,,,,,,
Activate Starquake Drones,tw_activate_starquake,0,,Emergent Technology,"special, no_build_in",Fighters,,TRUE,,,0,0,0,0,data.hullmods.tw.ActivateStarquake,"Enable two squadrons of Starfall (TW) heavy support drones aboard the Radiant (TW), while reducing the number of hangars by half.

Warning: Starquake drones require 25 OP each. Going over the OP fitting limit will disable this ship.",,,graphics/hullmods/tw_starquake.png
Drone Control Node,tw_drone_control_node,0,,Emergent Technology,"special, no_build_in",Fighters,,TRUE,,,0,5,7,10,data.hullmods.tw.DroneControlNode,"Converts the ship's shuttle bay into a hangar for %s, commanded by a specialized delta-level AI command node. The hangar will field %s/%s/%s drones based on the ship hull size. The node can only propagate its signal through weak shields. Reduces shield strength by %s, and is incompatible with Hardened Shields.

This technology is limited to ships of the Trinity Worlds, which normally cannot use other strike craft LPCs.",Enable Nimbus drones.,,graphics/hullmods/tw_drone_control_node.png
Equipment Malfunction,tw_equipment_error,,,,"no_build_in, hide_in_codex",,,,TRUE,,0,0,0,0,data.hullmods.tw.EquipmentError,"This ship is incompatible with conventional fighter LPCs, and cannot exceed its OP limit. %s Combat Readiness reduction.",Severe CR penalty due to fitting issue.,,graphics/hullmods/tw_equipment_error.png
Modernized Rangefinder,tw_modernized_rangefinder,1,,Emergent Technology,,,1500,,,,3,5,7,10,data.hullmods.tw.ModernizedRangefinder,"A rangefinder comparability upgrade that allows a Unified, Dedicated, Integrated, or Advanced Targeting Core or Unit to enhance the performance of older %s composite weapons. Range is enhanced by %s/%s/%s/%s based on the linked hullmod for ships of all sizes.

Increases %s weapon base range by %s su on ships operating under a %s, but these weapons will not be compatible with a Lidar Array system.",Increases composite weapon range.,All composite and missile weapons gain %s su range.,graphics/hullmods/tw_modernized_rangefinder.png
,,,,,,,,,,,,,,,,,,,
#Standard,,,,,,,,,,,,,,,,,,,
Antecedent Device,ix_antecedent,3,0.5,Emergent Technology,"offensive, req_spaceport",Weapons,100000,,,,0,0,0,20,data.hullmods.ix.AntecedentDevice,"Modifies the built-in heavy ordnance launcher aboard an %s, replacing its Vampyr DEM Cruise Missile with the experimental %s. This highly restricted technology is usually entrusted only to Fleet Command Honor Guard captains, although it is not outside of the realm of possibility that the schematics might be found in a long abandoned Domain research facility.",Replaces Vampyr DEM on Odyssey (IX) with Antecedent Device.,,graphics/hullmods/ix_antecedent.png
Ground Invasion Conversion,ix_ground_invasion_conversion,1,,Emergent Technology,"special, req_spaceport","Logistics, Requires Dock",5000,,,,5,10,15,25,data.hullmods.ix.GroundInvasionConversion,"Converts a Buffalo (IX) or Banteng (IX) freighter into an advanced ground attack ship, capable of launching orbital drop pods and precision bombardments. The expertise of the IX Battlegroup grants their transport ships superior ground assault performance compared to similar conversions done elsewhere.

Decreases cargo capacity by %s. Buffalo increases maximum crew capacity by %s and planetary raid strength by %s. Banteng increases maximum crew capacity by %s and planetary raid strength by %s. Raid bonus is limited by the total number of marines in the fleet.

Not compatible with standard Ground Attack Conversion.",Converts Buffalo or Banteng for ground attack.,,graphics/hullmods/ground_support_adv.png
Reactive Combat Shields,ix_reactive_combat_shields,3,,Emergent Technology,"tritachyon, shields, defensive",Shields,10000,,,,4,8,12,20,data.hullmods.ix.ReactiveCombatShields,"Modifies low powered shield emitters for short bursts of improved performance during critical moments. Reduces damage to shields by %s and reduces EMP arcs piercing shields while flux levels exceed %s. Can be installed on any ship with a shield emitter, but the enhancement will only activate if the shield efficiency is worse than %s. Incompatible with Hardened Shields.",Drastically reduce shield damage at high flux.,Reactive shields will activate above %s flux.,graphics/hullmods/ix_reactive_combat_shields.png
      RCS Checker,ix_reactive_checker,,,,,,,,TRUE,TRUE,0,0,0,0,com.fs.starfarer.api.combat.BaseHullMod,"(Hidden) Dummy hullmod applied by synthesis executive officers to NPC fleets for RCS to know if synthesis bonus should be applied. Self deletes if captured by player, RCS uses synthesis checker mem flag for player fleet instead.",,,graphics/hullmods/ix_reactive_combat_shields.png
System Reset,ix_system_reset,1,,Emergent Technology,"no_drop, no_drop_salvage, hide_in_codex",,0,TRUE,,,0,0,0,0,data.hullmods.ix.SystemReset,"The captains of the IX Battlegroup Honor Guard have access to the finest forge artisans of the Fleet, who will furnish their ships with further upgrades. However, these are rewards for victory in battle, and it is customary for a new captain inheriting an older ship to remove any existing upgrades before they are earned. The disassembly mechanism is itself custom fitted technology, and you are unlikely to obtain another example of it for this ship, but the existing one is ready for use.

%s from Honor Guard ship. Any player installed s-mods will not be refunded. Can only be used once per ship.",Removes s-mods from ship.,,graphics/hullmods/ix_system_reset.png
System Reset Module,ix_smod_handler,,,,,,,,TRUE,,0,0,0,0,com.fs.starfarer.api.combat.BaseHullMod,This ship is equipped with a specialized module that allows for the one time removal of all installed s-mods. Apply the System Reset hullmod to initiate the process. ,Allows s-mods to be removed once.,,graphics/hullmods/ix_system_reset.png
Terminus Relay,ix_terminus_relay,3,,Emergent Technology,special,Fighters,10000,,,,0,0,0,10,data.hullmods.ix.TerminusRelay,"Replace High Resolution Sensors aboard an %s with a %s drone bay, controlled by a specialized tactical AI that improves drone damage against fighters and missiles by %s, weapon range by %s, and grants the drones superior point defense accuracy.",Improves drone performance.,"Enable the Terminus Relay to periodically emit charged particle streams that are redirected by the deployed drones. With every firing cycle, each drone automatically strikes the nearest enemy ship within %s su, inflicting %s energy and %s EMP damage per drone strike.",graphics/hullmods/ix_terminus_relay.png
      System Inhibitor,ix_system_inhibitor,,,,,,,,TRUE,TRUE,0,0,0,0,data.hullmods.ix.SystemInhibitor,(Hidden) Reduces ship flux capacity to 0 to prevent system activation.,,,
Vampyr DEM Retrofit,ix_vampyr_retrofit,3,0.5,Emergent Technology,"offensive, no_build_in",Weapons,50000,,,,0,0,35,0,data.hullmods.ix.VampyrRetrofit,"Converts the Tigershark (IX) large hardpoint into a launcher for the %s Cruise Missile. This hullmod will only take effect when the ship's large weapon slot is empty, and it cannot be built into the hull.",Arms the Tigershark (IX) with the Vampyr DEM.,,graphics/hullmods/ix_vampyr.png
,,,,,,,,,,,,,,,,,,,
#Dawnstar,,,,,,,,,,,,,,,,,,,
Dawnstar Controller,ix_dawnstar_controller,,,,,,,,TRUE,TRUE,0,0,0,0,data.hullmods.ix.DawnstarController,(Hidden) Used to switch between fire modes of Dawnstar weapons. Added when equipping Dawnstar weapons. Is self deleting after clearing Dawnstar effect and switcher mods when no such weapons are fitted.,,,
Dawnstar Generator - Proton,ix_dawnstar_proton,,,,,,,,TRUE,,0,0,0,0,data.hullmods.ix.DawnstarReactor,"Fires a pulsed proton beam that warps and degrades armor. Light cyclic Dawnstar emitters directly remove %s and heavy emitters %s per second when striking armor, regardless of its current value. Mono and Twin Daythorn emitter types only remove %s armor per second.",Dawnstar proton firing mode,,graphics/hullmods/ix_dawnstar_proton.png
      Proton Generator Handler,ix_dawnstar_proton_handler,,,,,,,,TRUE,TRUE,0,0,0,0,data.hullmods.ix.DawnstarReactorHandler,(Hidden) Dummy hullmod for Dawnstar fire mode switching.,,,graphics/hullmods/ix_dawnstar_proton.png
Dawnstar Generator - Neutron,ix_dawnstar_neutron,,,,,,,,TRUE,,0,0,0,0,data.hullmods.ix.DawnstarReactor,Fires a pulsed neutron beam that places tremendous stress on shield generators. Light cyclic Dawnstar emitters gain %s and heavy emitters gain %s damage per second when striking shields. Mono and Twin Daythorn emitter types only gain %s damage.,Dawnstar neutron firing mode,,graphics/hullmods/ix_dawnstar_neutron.png
      Neutron Generator Handler,ix_dawnstar_neutron_handler,,,,,,,,TRUE,TRUE,0,0,0,0,data.hullmods.ix.DawnstarReactorHandler,(Hidden) Dummy hullmod for Dawnstar fire mode switching.,,,graphics/hullmods/ix_dawnstar_neutron.png
Dawnstar Generator - Electron,ix_dawnstar_electron,,,,,,,,TRUE,,0,0,0,0,data.hullmods.ix.DawnstarReactor,"Fires a pulsed electron beam that ionizes any matter it impacts. Light cyclic Dawnstar emitters gain %s and heavy emitters gain %s damage per second, which may arc through shields against targets at high flux. Mono and Twin Daythorn emitter types only gain %s damage.",Dawnstar electron firing mode,,graphics/hullmods/ix_dawnstar_electron.png
      Electron Generator Handler,ix_dawnstar_electron_handler,,,,,,,,TRUE,TRUE,0,0,0,0,data.hullmods.ix.DawnstarReactorHandler,(Hidden) Dummy hullmod for Dawnstar fire mode switching.,,,graphics/hullmods/ix_dawnstar_electron.png
Unstable Dawnstar Generator,ix_dawnstar_lacerator,,,,,,,,TRUE,,0,0,0,0,data.hullmods.tw.DawnstarReactorLacerator,"The result of a failed attempt by Trinity Worlds scientists to create a new Dawnstar Generator particle emission mode. This configuration is far too unstable to be mounted on anything besides a dedicated Iconoclast (TW) hull.

Increases the minimum direct hull damage of the built-in %s to %s per second, rather than 0 against full armor, and causes both the weapon and any linked %s emitters to gain %s base range and inflict hard flux against shields.",Lacerator damage enhancer and Daythorn firing mode,,graphics/hullmods/ix_dawnstar_lacerator.png
,,,,,,,,,,,,,,,,,,,
#Antimatter Stabilizer,,,,,,,,,,,,,,,,,,,
Charge Regulator Controller,ix_charge_controller,,,,,,,,TRUE,TRUE,0,0,0,0,data.hullmods.ix.ChargeRegulatorController,(Hidden) Used to switch between regulator modes for energy weapons. Is installed with Antimatter Stabilizer.,,,graphics/hullmods/ix_archaeotech_mastery.png
Energy Weapon Amplifier,ix_charge_amplifier,,,,,,,,TRUE,,0,0,0,0,data.hullmods.ix.ChargeAmplifier,"This ship has been fitted with an Antimatter Regulator. While many would consider such a modification to be unsafe, the device allows for energy weapon output and power consumption to be adjusted freely aboard this ship.

Reduces peak operating time by %s. The current mode is set to %s, which increases both energy weapon damage and flux generation by %s.

Remove this hullmod to switch modes. The Antimatter Regulator can be extracted using the dropdown menu.",,,graphics/hullmods/ix_charge_amplifier.png
      Amplifier Handler,ix_charge_amplifier_handler,,,,,,,,TRUE,TRUE,0,0,0,0,com.fs.starfarer.api.combat.BaseHullMod,(Hidden) Dummy hullmod for regulator mode switching.,,,graphics/hullmods/ix_charge_amplifier.png
Energy Weapon Inhibitor,ix_charge_inhibitor,,,,,,,,TRUE,,0,0,0,0,data.hullmods.ix.ChargeInhibitor,"This ship has been fitted with an Antimatter Regulator. While many would consider such a modification to be unsafe, the device allows for energy weapon output and power consumption to be adjusted freely aboard this ship.

Reduces peak operating time by %s. The current mode is set to %s, which decreases both energy weapon damage and flux generation by %s.

Remove this hullmod to switch modes. The Antimatter Regulator can be extracted using the dropdown menu.",,,graphics/hullmods/ix_charge_inhibitor.png
      Inhibitor Handler,ix_charge_inhibitor_handler,,,,,,,,TRUE,TRUE,0,0,0,0,com.fs.starfarer.api.combat.BaseHullMod,(Hidden) Dummy hullmod for regulator mode switching.,,,graphics/hullmods/ix_charge_inhibitor.png
Energy Weapon Overcharger,ix_charge_overcharger,,,,,,,,TRUE,,0,0,0,0,data.hullmods.ix.ChargeOvercharger,"This ship has been fitted with an Antimatter Regulator. While many would consider such a modification to be unsafe, the device allows for energy weapon output and power consumption to be adjusted freely aboard this ship.

Reduces peak operating time by %s. The current mode is set to %s, which increases both energy weapon rate of fire and corresponding flux use by %s, while also reducing energy weapon range by %s.

Remove this hullmod to switch modes. The Antimatter Regulator can be extracted using the dropdown menu.",,,graphics/hullmods/ix_charge_overcharger.png
      Overcharger Handler,ix_charge_overcharger_handler,,,,,,,,TRUE,TRUE,0,0,0,0,com.fs.starfarer.api.combat.BaseHullMod,(Hidden) Dummy hullmod for regulator mode switching.,,,graphics/hullmods/ix_charge_overcharger.png
,,,,,,,,,,,,,,,,,,,
#Built-in,,,,,,,,,,,,,,,,,,,
Active Flare Launcher,ix_active_flare_launcher,,,,hide_in_codex,,,,TRUE,,0,0,0,0,com.fs.starfarer.api.combat.BaseHullMod,This ship is equipped with an Active Flare Launcher that will automatically screen for inbound missiles.,Active flares intercept missiles.,,graphics/hullmods/ix_aquilon_flare_launcher.png
Advanced Missile Autoforge,ix_missile_autoforge,,,,,,,,TRUE,,0,0,0,0,data.hullmods.ix.MissileAutoforge,"This ship is equipped with a missile autoforge in place of an Advanced Targeting Core. Replenishes all small missiles by %s, medium missiles by %s, and large missiles by %s every %s seconds, reloading at least %s missile per launcher. Incompatible with Expanded Missile Racks and Missile Autoloader.",Reloads missiles.,,graphics/hullmods/ix_missile_autoforge.png
Aquilon Flare Launcher,ix_aquilon_fl,,,,"no_build_in, hide_in_codex",,,,TRUE,,0,0,0,0,data.hullmods.ix.AquilonFlareLauncher,"Arms the Aquilon integrated launcher with Active Flares. Each volley launchers %s flares that target nearby hostile missiles.

Remove this hullmod to switch launcher munitions.",Equips Flare Launcher,,graphics/hullmods/ix_aquilon_flare_launcher.png
      Flare Launcher Handler,ix_aquilon_fl_handler,,,,,,,,TRUE,TRUE,0,0,0,0,com.fs.starfarer.api.combat.BaseHullMod,(Hidden) Dummy hullmod for ix_missile_autoforge Aquilon system switching.,,,graphics/hullmods/ix_aquilon_flare_launcher.png
Aquilon Starfall Rockets,ix_aquilon_sr,,,,no_build_in,,,,TRUE,,0,0,0,0,data.hullmods.ix.AquilonStarfallRockets,"Arms the Aquilon integrated launcher with Starfall Rockets. Each volley launchers %s rockets that inflict %s and %s damage.

Remove this hullmod to switch launcher munitions.",Equips Micro-missiles,,graphics/hullmods/ix_aquilon_starfall_rockets.png
      Starfall Rockets Handler,ix_aquilon_sr_handler,,,,,,,,TRUE,TRUE,0,0,0,0,com.fs.starfarer.api.combat.BaseHullMod,(Hidden) Dummy hullmod for ix_missile_autoforge Aquilon system switching.,,,graphics/hullmods/ix_aquilon_starfall_rockets.png
Aquilon Stormwall Salvo,ix_aquilon_ss,,,,"no_build_in, hide_in_codex",,,,TRUE,,0,0,0,0,data.hullmods.ix.AquilonStormwallSalvo,"Arms the Aquilon integrated launcher with a salvo of Stormwall munitions. Each volley launchers %s fast moving rounds that hit for %s and %s damage.

Remove this hullmod to switch launcher munitions.",Equips Stormwall Salvo,,graphics/hullmods/tw_stormwall_salvo.png
      Stormwall Salvo Handler,ix_aquilon_ss_handler,,,,,,,,TRUE,TRUE,0,0,0,0,com.fs.starfarer.api.combat.BaseHullMod,(Hidden) Dummy hullmod for ix_missile_autoforge Aquilon system switching.,,,graphics/hullmods/tw_stormwall_salvo.png
Aquilon Spatial Charges,ix_aquilon_sc,,,,"no_build_in, hide_in_codex",,,,TRUE,,0,0,0,0,data.hullmods.ix.AquilonSpatialCharge,"Arms the Aquilon integrated launcher with Spatial Charges. Each volley launchers %s charges that emit an energy pulse for %s and %s damage.

Remove this hullmod to switch launcher munitions.",Equips Spatial Charges,,graphics/hullmods/quantum_disruptor.png
      Spatial Charges Handler,ix_aquilon_sc_handler,,,,,,,,TRUE,TRUE,0,0,0,0,com.fs.starfarer.api.combat.BaseHullMod,(Hidden) Dummy hullmod for ix_missile_autoforge Aquilon system switching.,,,graphics/hullmods/quantum_disruptor.png
Aquilon Nanoforge,ix_aquilon_microforge,,,,hide_in_codex,,,,TRUE,,0,0,0,0,data.hullmods.ix.AquilonMissileMicroforge,"A missile nanoforge that replenishes spent magazines of all medium missile weapons by %s every %s seconds, reloading at least %s missile per launcher. Incompatible with Expanded Missile Racks and Missile Autoloader.",Reloads medium missiles.,,graphics/hullmods/missile_autofactory.png
Causality Anchor,ix_temporal_shell,,,,,,,,TRUE,,0,0,0,0,com.fs.starfarer.api.combat.BaseHullMod,A pristine temporal manipulation system manufactured prior to the Collapse. In-depth analysis of the casing yields bizarre results that suggest this ship may have originated from a parallel timeline.,,,graphics/hullmods/temporal_shell.png
Converted Hull,ix_converted_hull,,,,,,,,TRUE,,0,0,0,0,data.hullmods.ix.ConvertedHull,"This droneship has been converted to accommodate a human captain and crew. Shield emitters have been tuned down to minimize hazardous radiation exposure, and the removal of the commanding AI core significantly slows the calculation of safe traversal paths through phase space.

Increases minimum crew by %s and maximum crew limit by %s. Shield strength is reduced by %s and ship system charges are reduced by %s.","Allows human captain to command, reduces shield strength and system charges.",,graphics/hullmods/ix_converted_hull.png
Cramped Missile Bays,ix_cramped_missile_bays,,,,,,,,TRUE,,0,0,0,0,data.hullmods.ix.CrampedMissileBays,"The interior of this frigate is extremely cramped, and can barely accommodate its twin medium missile hardpoints. Missile capacity is reduced by %s, and Expanded Missile Racks cannot be installed.",Limits missile storage.,,graphics/hullmods/ix_cramped_missile_bays.png
Emergency Flux Shunt,ix_emergency_flux_shunt,,,,,,,,TRUE,,0,0,0,0,data.hullmods.ix.EmergencyFluxShunt,(Hidden) Reduces fighter overload time to 0.,Reduces fighter overload time to 0.,,graphics/hullmods/ix_reactive_combat_shields.png
EMP Emitter,ix_emp_emitter,,,,hide_in_codex,,,,TRUE,,0,0,0,0,com.fs.starfarer.api.combat.BaseHullMod,This ship is equipped with a built-in EMP emitter that will automatically target inbound threats without disrupting its own systems.,EMP emitter fires at nearby threats.,,graphics/hullmods/ix_emp_emitter.png
Entropy Arrester,ix_entropy_arrester,,,,,,,,TRUE,,0,0,0,0,data.hullmods.ix.EntropyArrester,"The Immanence Engine continually anchors the quantum state of the ship hull, causing it to gradually revert to that state over time. Restores %s of hull every second, reduces the time to repair disabled weapons and engines in combat by %s, and makes the ship immune to Adaptive Entropy Projector discharges. Incompatible with Automated Repair Unit and Field Repair Nanites.",Restores hull over time.,,graphics/hullmods/ix_entropy_arrester.png
Equalizer Integration,ix_equalizer_integration,,,,,,,,TRUE,,0,0,0,0,data.hullmods.ix.EqualizerIntegration,"Reduces the ordnance point cost of energy and missile weapons. Each small weapon is reduced by %s, medium weapon by %s, and large weapon by %s.",Reduces OP for energy and missile weapons.,,graphics/hullmods/ix_equalizer_integration.png
      HVB Handler,ix_hvb_handler,,,,,,,,TRUE,TRUE,0,0,0,0,data.hullmods.ix.HvbHandler,(Hidden) Self deleting hullmod for modifying magiclib bounty ships prior to their encounter with the player.,,,graphics/hullmods/ix_entropy_arrester.png
Hide Module Hulk,ix_hide_module_hulk,,,,,,,,TRUE,TRUE,0,0,0,0,data.hullmods.ix.HideModuleHulk,(Hidden) Despawns the hulk of the module once the host ship is destroyed,,,graphics/hullmods/ix_ninth.png
Improved Supercruise,ix_improved_supercruise,,,,,,,,TRUE,,0,0,0,0,data.hullmods.ix.SupercruiseEngines,%s burn speed. The 0-flux speed boost is activated at up to %s flux.,Gain 0-flux speed bonus at 10% flux.,,graphics/hullmods/ix_plasma_ramjet.png
